hh_id,expenditures_USD_2014,hh_expenditures_USD,adults,children,hh_size,hh_weights,urban,CO2_t,CO2_within_t,Ely_USD,Income_Group_5,Income_Group_10,hh_expenditure_USD_pc,tCO2_per_capita,tCO2_from_within_per_capita,electricity_USD_per_capita,exp_pc_CO2,exp_pc_CO2_within,exp_pc_electricity,burden_CO2_per_capita,burden_CO2_within_per_capita,burden_electricity_per_capita
100007,1491.3807318246809,1546.4871957745218,1,3,4,2946.43994140625,1,0.7017279197635073,0.4484225653749774,66.64617523830222,3,6,372.8451829561702,0.17543197994087684,0.11210564134374434,16.661543809575555,7.017279197635073,4.484225653749774,4.165385952393889,0.018820892741585958,0.012027044625320844,0.0111718915593005
100012,2138.2921343273147,2212.001417317548,2,2,4,2946.43994140625,1,0.7097370271499481,0.4338778499430274,49.42415452514335,4,8,534.5730335818287,0.17743425678748703,0.10846946248575685,12.356038631285838,7.097370271499481,4.3387784994302745,3.0890096578214594,0.013276708374054312,0.008116343748877345,0.005778461433275077
10002,1703.2820714394475,1743.5764794741083,4,4,8,2507.01000976562,1,0.9290980144806502,0.2659825341086857,27.714617791459055,1,2,212.91025892993093,0.11613725181008128,0.033247816763585715,3.464327223932382,4.645490072403251,1.3299126705434285,0.8660818059830955,0.02181900532060359,0.006246353168830181,0.004067825619751485
100027,2134.489211677528,2232.06626249317,2,2,4,2946.43994140625,1,2.9185869844151946,2.599019968052246,172.87786838375584,4,8,533.622302919382,0.7296467461037986,0.6497549920130615,43.21946709593896,29.185869844151945,25.990199680522462,10.80486677398474,0.05469387183496574,0.04870523502922062,0.020248154387237267
100040,1895.2365258025616,1957.8894163442596,3,5,8,2946.43994140625,1,0.6241419436291173,0.24729104938298194,32.235569329074444,2,3,236.9045657253202,0.07801774295363967,0.030911381172872742,4.0294461661343055,3.1207097181455867,1.2364552469149097,1.0073615415335764,0.013172855949783189,0.005219212399428899,0.004252182892505184
100042,2276.4811197317244,2340.1870000304257,5,2,7,2946.43994140625,1,0.9501499029331215,0.5791981067460206,78.5052874218136,3,5,325.2115885331035,0.13573570041901736,0.08274258667800294,11.215041060259086,5.429428016760695,3.3097034671201175,2.8037602650647715,0.016695063177947084,0.010177077274671658,0.008621341809224534
100069,1953.5272809199498,2045.839382950575,2,4,6,2946.43994140625,1,0.8214143133510906,0.5187889159727322,86.71343611292717,3,5,325.587880153325,0.1369023855585151,0.0864648193287887,14.452239352154528,5.476095422340604,3.458592773151548,3.613059838038632,0.016819100943689352,0.01062260908336894,0.011097034190391791
100077,555.9612925803223,555.9612925803223,2,0,2,2946.43994140625,1,0.1703719838081973,0.055756340713473906,6.958241043415697,2,4,277.98064629016113,0.08518599190409865,0.027878170356736953,3.4791205217078485,3.407439676163946,1.1151268142694781,0.8697801304269621,0.012257830613888134,0.0040115268064579174,0.003128923333457791
100086,1875.1691735084703,1949.5804496700391,3,5,8,2946.43994140625,1,0.5751738624662338,0.2833777880649372,26.203587930911027,2,3,234.3961466885588,0.07189673280827923,0.03542222350811715,3.2754484913638784,2.875869312331169,1.4168889403246858,0.8188621228409696,0.012269268727153289,0.006044847410428211,0.0034934965203544423
10010,812.4887768426223,841.3269070329338,2,1,3,2507.01000976562,1,0.7192314595765227,0.3112265937097842,18.82937042387255,2,4,270.8295922808741,0.23974381985884088,0.1037421979032614,6.2764568079575165,9.589752794353636,4.149687916130456,1.5691142019893791,0.03540880711590858,0.015322136259862121,0.005793732467617755
100103,1681.1733606098899,1690.8759090851347,2,0,2,2946.43994140625,1,1.2832801402422715,1.0212860107009074,159.92971600087546,5,9,840.5866803049449,0.6416400701211358,0.5106430053504537,79.96485800043773,25.66560280484543,20.42572021401815,19.991214500109432,0.030532963947911426,0.02429936221046018,0.023782454526708765
100120,1353.114401815502,1388.038562089446,3,4,7,2946.43994140625,1,0.5264453715977835,0.25279578696767635,21.561755623764782,1,2,193.3020574022146,0.07520648165682621,0.03611368385252519,3.0802508033949687,3.0082592662730483,1.4445473541010077,0.7700627008487422,0.015562479296397721,0.007473005582632035,0.0039837273912011655
100137,3506.787707950473,3647.01084392475,8,3,11,2946.43994140625,1,1.6866187639462435,1.10203599984419,169.31629253981598,3,5,318.7988825409521,0.1533289785405676,0.10018509089492636,15.392390230892362,6.133159141622704,4.007403635797054,3.8480975577230905,0.019238333248658278,0.01257031895424625,0.01207061181348016
100138,1589.505588025812,1595.8235265678318,4,0,4,2946.43994140625,1,0.4481389412993593,0.232869818778902,17.696628636932846,3,6,397.376397006453,0.11203473532483982,0.0582174546947255,4.424157159233212,4.481389412993593,2.32869818778902,1.106039289808303,0.011277442361330837,0.005860182450019054,0.0027833542659815853
100180,1497.2498961607403,1580.4360869640034,4,3,7,2946.43994140625,1,0.9125062299533284,0.595160037287467,93.9222109633524,1,2,213.8928423086772,0.13035803285047548,0.08502286246963815,13.417458709050342,5.214321314019019,3.400914498785526,3.3543646772625855,0.024378194509632193,0.015900085585274202,0.01568245407867258
100191,2325.49528580176,2346.5550809418264,3,6,10,2946.43994140625,1,0.8298733780489106,0.4859467580116559,60.71517925309823,2,3,232.549528580176,0.08298733780489106,0.04859467580116559,6.071517925309823,3.319493512195643,1.9437870320466235,1.5178794813274556,0.014274350640324701,0.008358593732330293,0.006527123450194985
100214,2927.533279097848,2978.252285726842,4,2,6,2946.43994140625,1,1.3668727869623218,0.9146900537060902,130.72563166850762,4,7,487.9222131829747,0.22781213116038698,0.15244834228434836,21.7876052780846,9.11248524641548,6.097933691373934,5.44690131952115,0.01867610246102533,0.01249775789381239,0.011163462478963875
