Type,total,share,country,Label
CO2_Mt,332.9041903503734,1,Turkey,333 Mt
CO2_within_Mt,234.89912318363207,0.7056057868674064,Turkey,NA
Transport_Mt,62.610243357234665,0.18807286051683197,Turkey,NA
Electricity_Mt,84.58980741922952,0.25409655351649624,Turkey,NA
