Type,total,share,country,Label
CO2_Mt,85.07748513594979,1,Bangladesh,85 Mt
CO2_within_Mt,56.42412556722507,0.6632086676876026,Bangladesh,NA
Transport_Mt,8.808177513248356,0.10353123977716674,Bangladesh,NA
Electricity_Mt,29.189231717376092,0.34308996875886827,Bangladesh,NA
