Type,total,share,country,Label
CO2_Mt,148.68882232620834,1,Vietnam,149 Mt
CO2_within_Mt,88.11312339427221,0.5926008560412219,Vietnam,NA
Transport_Mt,27.072911911592936,0.18207765377411952,Vietnam,NA
Electricity_Mt,29.933571629282334,0.20131689229208558,Vietnam,NA
