Type,total,share,country,Label
CO2_Mt,158.69818937342058,1,Pakistan,159 Mt
CO2_within_Mt,127.85370350565148,0.8056405936983232,Pakistan,NA
Transport_Mt,41.575562653619095,0.2619788090700318,Pakistan,NA
Electricity_Mt,39.47319671404989,0.2487312354973914,Pakistan,NA
