Type,total,share,country,Label
CO2_Mt,123.97529658201505,1,Philippines,124 Mt
CO2_within_Mt,78.14790647687165,0.6303506313870636,Philippines,NA
Transport_Mt,26.57283117369598,0.2143397265931677,Philippines,NA
Electricity_Mt,37.5479029902,0.30286600657866086,Philippines,NA
