Type,total,share,country,Label
CO2_Mt,1778.1383471531658,1,India,1778 Mt
CO2_within_Mt,1589.4157417460276,0.8938650607759027,India,NA
Transport_Mt,312.082365747946,0.17551073359820174,India,NA
Electricity_Mt,845.6972947168782,0.47560826527972705,India,NA
