hh_id,share_energy,share_food,share_goods,share_services
1300001,NA,NA,0.0086830412813952,0.9913169587186048
1300002,0.02470917405952004,0.018531880544640028,0.8679408848583635,0.08819514018303476
1300004,0.1723015227015545,0.24466458875146413,0.007673065851382741,0.5611661471878661
1300005,0.0980800823872692,0.11919795012627811,0.45951744599465466,0.3221317705906873
1300006,0.053954606501781514,0.2536136339942231,0.405272808669042,0.2842459662829704
1300007,0.055577815404102414,0.07767969083224548,0.2301050808463338,0.6366374129173182
1300009,0.1767928100515599,0.11835951238859248,0.40527647028009967,0.29845993818799527
1300010,0.24713993159424016,0.07239966976529746,0.13372897166200262,0.5467314269784597
1300011,0.1748743078472507,0.06786978173552699,0.041503290089128966,0.7038103730359978
1300012,0.09303361818064315,0.11457800685492968,0.10631943790937116,0.6843070183096691
1300013,0.34475118920914877,0.21443775929103587,0.10131627533178392,0.3373227046634375
1300014,0.25106182161396884,0.4006606890042473,0.12836243511090137,0.2142520056630486
1300015,0.17428643596867896,0.2109118464258651,0.2109118464258651,0.4038898711795908
1300016,0.05077326869295685,0.10850738873898036,0.5897765566715666,0.24930493851930408
1300017,0.25015306568704626,0.14759905536604565,0.3861191288375754,0.2161287501093326
1300019,0.10438335901691653,0.1635801018603489,0.2851174560142872,0.4433695541940096
1300020,0.08595532445482039,0.2885870430307211,0.09386109195097363,0.5294741868732423
1300021,0.0593571138309376,0.18915620329363797,0.3625825647948536,0.38787098196144343
1300022,0.15678019122766987,0.2580616668752162,0.5187289763652021,0.0651410653692431
1300023,0.1308708700749028,0.04125256473122581,0.28569328766314583,0.5410989519390753
1300024,0.08720184662734035,0.3458835598871506,0.39507566042575015,0.16234932033854835
1300027,0.13436461263104066,0.26762123923975106,0.09036478309042871,0.5028551947498509
1300028,0.07772018387942274,0.18031551832252882,0.35143706550817216,0.38655731344764893
1300029,0.03488966144567804,0.2293995240053331,0.19918258507470124,0.5343476256339327
1300030,0.2291087125848448,0.18560142427951484,0.09068654723489485,0.4946033159007455
1300031,0.10472781599178312,0.3449718323010364,0.13646861091225995,0.4095988048180771
1300032,0.10041215706015606,0.36008683614397186,0.07189151774477724,0.4648565315882205
1300035,0.04369482854780083,0.4427659288035848,0.09813066138431062,0.39184952978056425
1300036,0.12826846094881186,0.37007069244527724,0.07665445873434971,0.41819265820628565
1300037,0.1482947218640224,0.26669334637674713,0.23710110127914388,0.34301955029866454
1300038,0.09590713404481102,0.14372481860770087,0.3792069640838934,0.3500418431700731
1300041,0.26992634866772064,0.2101569428912968,0.4350827131454132,0.08483399529556936
1300043,0.06178934425097056,0.11876614734204963,0.5610870356128046,0.25490349588516215
1300044,0.2093155264029265,0.23329811891960078,0.1516414121505495,0.4024140268996074
1300045,0.12379861705057767,0.12951016917211486,0.265584274386443,0.4793673803690764
1300046,0.15979836823780078,0.1625786000103934,0.3607967832458557,0.31482552096866395
