hh_id,share_energy,share_food,share_goods,share_services
010100800000010008,0.08859811707520653,0.3614871914470535,0.05751881083602352,0.4435490800181664
010100800000020019,0.10551000076634225,0.343449051012849,0.1019541727335428,0.44908677548726594
010100800000030031,0.010843169368046536,0.5916191336759473,0.13237702603490145,0.2651606709211046
010100800000040042,0.025856140833447942,0.6246641910787145,0.055196442488424334,0.29428322559941317
010100800000050054,0.08090034043803453,0.5446433704004139,0.06886684593422455,0.305589443227327
010100800000060066,0.109064896872392,0.5672535071334897,0.0627270198307038,0.26095457616341455
010100800000070076,0.0689863404147393,0.5660273674802836,0.13027331247961932,0.23471297962535778
010100800000090098,0.10572027188345068,0.5716008478086096,0.057994494116500594,0.2646843861914391
010100800000110119,0.020012552676409934,0.5255446964942168,0.09115036313099614,0.36329238769837713
010100800000120131,0.10565293977062501,0.4332130496487382,0.12299916499715273,0.32700540833999664
010100800000130142,0.05504548279563817,0.5738106672693373,0.10063421662240804,0.2705096333126165
010100800000140153,0.038627414213388334,0.6644847121126889,0.11601293262647097,0.18087494104745183
010100800000150164,0.009371138267197583,0.7212601263215708,0.07835884937525744,0.19100988603597419
010100800000160175,0.10133452230866209,0.4924817810030442,0.1344362104486332,0.27174748623966055
010100800000170187,0.03407296601013878,0.5852932214188759,0.03394830881741877,0.3466855037535666
010100800000180195,0.031072251616188644,0.5934454811451851,0.08857317946814662,0.28690908777047963
010100800000190205,0.047896555064088076,0.6829012365608756,0.07019823717431312,0.19900397120072322
010100800000200217,0.0334938557382418,0.6396879861261007,0.089376493267735,0.23744166486792256
010100800000220238,0.052200643807940296,0.6416715806161609,0.07246222703413342,0.23366554854176536
010101700000010003,0.03938960697925481,0.6469232340326204,0.06276077378694599,0.25092638520117877
010101700000020006,0.06986538133839675,0.5469785859766142,0.11273400034080674,0.27042203234418233
010101700000030009,0.04465860159934386,0.6402296493746156,0.06098011072380562,0.254131638302235
010101700000040012,0.04150792947638877,0.5431912820058474,0.09231859661557544,0.32298219190218835
010101700000060018,0.029557276492960284,0.6840125856790228,0.09683980803661288,0.18959032979140403
010101700000070021,0.04947773501924134,0.5093907741516318,0.08919986006297166,0.35193163076615525
010101700000080024,0.06548696644028422,0.5968020426743127,0.08173836606984021,0.2559726248155628
010101700000090027,0.03490191739247269,0.6703918562192751,0.04448097624203721,0.250225250146215
010101700000100030,0.10672358591248667,0.5647351790235838,0.06142535278074232,0.2671158822831872
010101700000110033,0.018747643979057593,0.7081717277486911,0.07780523560209424,0.19527539267015706
010101700000120036,0.020627220291072997,0.581374384048283,0.11273157874632339,0.28526681691432065
010101700000130039,0.006994829312449425,0.804446516986463,0.06558681131790814,0.12297184238317949
010101700000140042,0.004167688158862467,0.7129525210427392,0.09670670916074202,0.18617308163765628
010101700000150045,0.03571337465880972,0.7532716002142803,0.07407974286370246,0.13693528226320756
010101700000160048,0.011982768580718636,0.6656956112697443,0.07746711340716655,0.24485450674237047
010101700000170051,0.010689626972907929,0.5537810904587778,0.07689521829036064,0.3586340642779537
010101700000180054,0.014892413264468088,0.5836694468271495,0.11328089354479587,0.2881572463635866
010101700000190057,0.056790814897787735,0.47749089890786894,0.1772612713525623,0.288457014841781
010101700000200060,0.0387142384236011,0.6098109735228274,0.08772421996420336,0.2637505680893682
010101700000220065,0.013834211872511732,0.5895628062839646,0.10934661892158389,0.28725636292193973
010101700000240071,0.02273616272247213,0.5237935165265011,0.08147736162722471,0.3719929591238021
010101700000250074,0.022655810185503028,0.5952299221463977,0.06270853643466201,0.31940573123343724
010101700000260077,0.03758065124702864,0.48451873372825716,0.10156586046862619,0.376334754556088
010101700000270079,0.019491123636938314,0.6731637078789794,0.11584926864387435,0.1914958998402079
010101700000290085,0.07027434787787351,0.31051336006670105,0.049390558621511094,0.5231706832889983
010103000100010005,0.059046542671842936,0.16081828885743626,0.04664239489278023,0.5697125351873656
010103000100030038,0.1383136417142608,0.4233007803984828,0.09413284213279853,0.34425273575445786
010103000100040056,0.11971349057894977,0.4083874467103629,0.143148257980139,0.32875080473054835
010103000100060090,0.12089462018940157,0.4656703508401193,0.10080940422541441,0.3126256247450647
010103000100070108,0.10021718324376058,0.5625322093793713,0.10681550467496134,0.23043510270190679
010103000100090144,0.05001757645759052,0.20696362510252933,0.2017676894491036,0.4857881785768091
010103000100100162,0.09416401538534594,0.30204821374867435,0.20691865710622537,0.39686911375975437
010103000100130211,0.10097962303622794,0.44899500913018503,0.08947134328825235,0.33707257435457305
010103000100160260,0.16230105465004793,0.28220304676680513,0.18049217002237136,0.3750037285607755
010103000100170278,0.10201956904676143,0.48899919572500705,0.06811173007939132,0.34086950514884023
010103000100180295,0.11404660159681032,0.4059431346038075,0.1733595191804751,0.3031274981002102
010103000100200329,0.051943207516377966,0.5488463541059536,0.1156365840580048,0.28357385431966364
010103000100220363,0.08503098050270684,0.2971098288065938,0.06286040843252655,0.4820570056591435
010103100000010006,0.09723087881755854,0.5047716952266859,0.04103900729312536,0.35695841866263023
010103100000060101,0.04690840908343293,0.6186800293862871,0.022478316648208863,0.3119332448820711
010103100000090165,0.09967304421394013,0.43398753866626716,0.08125424117175313,0.344369927117942
010103100000120215,0.0678629496562869,0.26813574566713944,0.07806644296075922,0.40950700687096714
010103100000140249,0.03004279351401706,0.5674798404704375,0.05103199324619371,0.35144537276935167
010103100000170305,0.1404206739085311,0.43632809797273925,0.06540164671694458,0.3578495814017851
010103100000200362,0.06311970416999373,0.47130852061739786,0.04347910351724512,0.40583597559557494
010103100000230423,0.15355529726787212,0.48322029160352514,0.07057629213317836,0.29264811899542437
010103100000250460,0.0798228652002678,0.35205541446775407,0.03643680783342746,0.4561894325028893
010300500000020013,0.006487421610322209,0.6091616809630217,0.12488286599870252,0.2594680314279536
010300500000030020,0.06173474637308365,0.6181705936824776,0.11890798093082279,0.20118667901361595
010300500000040027,0.02080972970473306,0.7233462045365211,0.04964276630673541,0.20620129945201046
010300500000050034,0.06166530389751976,0.5507631507222677,0.06152334877805033,0.3260481966021623
010300500000060040,0.02299202942979767,0.5161820092844005,0.13708176403608655,0.3237441972497153
010300500000070046,0.05174035747883349,0.6182659140796488,0.11303700219504546,0.21695672624647225
010300500000080052,0.06727175654030966,0.5869209985600803,0.10242844893138539,0.2163223263063092
010300500000100063,0.10268701373268928,0.49841181211447594,0.08994463729792088,0.3089565368549139
010300500000110068,0.023346799012359653,0.5559014340594424,0.1327513141417929,0.28800045278640507
010300500000120075,0.025792757877202293,0.5681728114777772,0.12729129024241162,0.27874314040260884
010300500000130082,0.05433811270423475,0.5492630876958986,0.09453151050350117,0.30186728909636545
010300500000140088,0.015365634813817856,0.4580716315238523,0.25914087034544636,0.2674218633168835
010300500000150095,0.015224238122698842,0.6646852681541942,0.07738987712371911,0.24270061659938783
010300500000160101,0.08740250026712255,0.47613349004523275,0.1272108843537415,0.3092531253339032
010300500000170108,0.0726761477315741,0.5676742551235603,0.1108257178391824,0.24882387930568323
010300500000180115,0.05724694709476607,0.5901016013935927,0.13441625622297482,0.21823519528866644
010300500000190121,0.09215380519529913,0.4692376931756234,0.27231582550488725,0.16629267612419021
010300500000200128,0.03404750138085409,0.5184162330300299,0.13334108549667142,0.31419518009244457
