hh_id,hh_expenditures_0,hh_expenditures_0_pc,hh_weights,urban,hh_size,Income_Group_5,Income_Group_10,hh_expenditures_USD,expenditures,share_ely,Urban
1106,258816,51763.2,986.9888,1,5,4,7,7968.718248714555,24000,0.09272997032640949,Urban
1107,278664,69666,986.9888,1,4,4,8,8579.820807290866,24000,0.08612522607871846,Urban
1108,175212,87606,986.9888,1,2,5,9,5394.624218725947,12000,0.06848845969454147,Urban
1109,328752,82188,986.9888,1,4,5,9,10121.986514363127,24000,0.0730033581544751,Urban
1110,465288,93057.6,986.9888,1,5,5,9,14325.810523723021,33600,0.07221333883530201,Urban
1111,159684,39921,986.9888,1,4,3,6,4916.530681363342,24000,0.1502968362515969,Urban
1112,145512,48504,986.9888,1,3,4,7,4480.187197881708,12000,0.08246742536698004,Urban
1113,96504,48252,986.9888,1,2,4,7,2971.273746112873,8400,0.0870430241233524,Urban
1114,94296,47148,986.9888,1,2,4,7,2903.2913574925337,7800,0.08271824891829982,Urban
1115,55740,55740,431.191,1,1,4,8,1716.1858431601959,6000,0.10764262648008611,Urban
1116,174216,34843.2,431.191,1,5,3,6,5363.958249946119,4788,0.027483124397299902,Urban
1117,264348,88116,431.191,1,3,5,9,8139.043689768774,7200,0.027236824186299878,Urban
1118,225744,75248,431.191,1,3,4,8,6950.460297422951,9600,0.0425260472039124,Urban
1119,62040,62040,431.191,1,1,4,8,1910.1573324301858,3600,0.058027079303675046,Urban
1120,92196,30732,431.191,1,3,3,5,2838.634194402537,4800,0.05206299622543278,Urban
1121,150492,50164,431.191,1,3,4,7,4633.517041780843,7200,0.04784307471493501,Urban
1122,80856,16171.2,431.191,1,5,2,3,2489.4855137165555,4800,0.05936479667557139,Urban
1123,92892,46446,431.191,1,2,4,7,2860.063425598079,4800,0.0516729104766826,Urban
1124,17832,17832,431.191,1,1,2,3,549.0316820099141,3600,0.2018842530282638,Urban
1125,261888,43648,433.5054,1,6,4,7,8063.302441577635,32400,0.12371700879765396,Urban
1126,209664,52416,433.5054,1,4,4,7,6455.371162905262,7080,0.033768315018315016,Urban
1127,213852,106926,433.5054,1,2,5,9,6584.316019581884,7200,0.033668144324112005,Urban
1128,563988,140997,433.5054,1,4,5,10,17364.69718895286,36000,0.06383114534351794,Urban
1129,167244,55748,433.5054,1,3,4,8,5149.2964684873305,14400,0.0861017435603071,Urban
1130,66996,33498,433.5054,1,2,3,6,2062.748237322578,15600,0.23284972237148485,Urban
1131,211428,70476,433.5054,1,3,4,8,6509.68317990086,30000,0.14189227538452806,Urban
1132,194676,48669,433.5054,1,4,4,7,5993.903753194372,12000,0.06164088023176971,Urban
1133,114312,114312,433.5054,1,1,5,10,3519.5664891160445,3600,0.03149275666596683,Urban
1134,66420,33210,433.5054,1,2,3,6,2045.01370116075,4800,0.07226738934056007,Urban
1135,568932,113786.4,433.5054,1,5,5,9,17516.918624341884,36000,0.06327645483115733,Urban
1136,587424,117484.8,433.5054,1,5,5,10,18086.271129037224,26400,0.044941983984311165,Urban
1137,600012,120002.4,433.5054,1,5,5,10,18473.844638073835,42000,0.06999860002799944,Urban
1138,51504,51504,433.5054,1,1,4,7,1585.7631084700884,7200,0.13979496738117428,Urban
1139,363372,121124,520.5016,1,3,5,10,11187.906031589644,16800,0.04623361183580463,Urban
1140,329412,54902,520.5016,1,6,4,7,10142.307337048554,21000,0.06374995446431823,Urban
1141,138744,46248,520.5016,1,3,4,7,4271.806397980234,13200,0.09513924926483307,Urban
1142,465744,232872,520.5016,1,2,5,10,14339.850364851136,14400,0.030918272699165205,Urban
1143,36216,36216,520.5016,1,1,3,6,1115.058961174913,6000,0.1656726308813784,Urban
1144,53760,17920,520.5016,1,3,2,3,1655.2233751039134,4200,0.078125,Urban
1145,223548,74516,520.5016,1,3,4,8,6882.847378305983,20400,0.09125556927371303,Urban
1146,83292,27764,520.5016,1,3,3,5,2564.4878229009514,6000,0.07203572972194208,Urban
1147,516492,64561.5,520.5016,1,8,4,8,15902.336894608825,24000,0.04646732185590483,Urban
1148,363660,121220,520.5016,1,3,5,10,11196.773299670556,8400,0.023098498597591156,Urban
1149,289320,96440,520.5016,1,3,5,9,8907.909726284677,13200,0.045624222314392365,Urban
1150,429696,143232,520.5016,1,3,5,10,13229.963976723422,13200,0.030719392314566576,Urban
1151,40380,40380,774.2714,1,1,3,6,1243.264878844792,1200,0.029717682020802376,Urban
1152,108468,36156,774.2714,1,3,3,6,3339.634840974168,6240,0.05752848766456466,Urban
1153,93096,23274,774.2714,1,4,2,4,2866.3444071553927,9600,0.10311936065996391,Urban
1154,135960,19422.85714285714,774.2714,1,7,2,4,4186.089473198067,9600,0.0706090026478376,Urban
1155,144516,72258,774.2714,1,2,4,8,4449.5212291018815,8400,0.05812505189736777,Urban
1156,104160,17360,774.2714,1,6,2,3,3206.995289263832,9000,0.08640552995391705,Urban
1157,366060,91515,774.2714,1,4,5,9,11270.667200344838,5760,0.015735125389280447,Urban
1158,28296,14148,774.2714,1,2,1,2,871.209088949783,1200,0.04240882103477523,Urban
1159,57372,57372,774.2714,1,1,4,8,1766.4336956187076,1200,0.020916126333403055,Urban
1160,140904,28180.8,774.2714,1,5,3,5,4338.310908587087,6240,0.04428547095895077,Urban
1161,225528,75176,774.2714,1,3,4,8,6943.8098463622655,8400,0.03724592955198468,Urban
1162,94416,31472,1023.9433,1,3,3,6,2906.986052526248,3360,0.03558718861209965,Urban
1163,408816,136272,1023.9433,1,3,5,10,12587.08704085717,14400,0.03522367030644593,Urban
1164,121992,40664,1023.9433,1,3,3,6,3756.0269712737463,6312,0.0517410977769034,Urban
1165,89904,89904,1023.9433,1,1,5,9,2768.065519258598,2400,0.026695141484249868,Urban
1166,181116,60372,1023.9433,1,3,4,8,5576.40321438468,4200,0.023189558073279003,Urban
1167,112872,112872,1023.9433,1,1,5,9,3475.2301487114755,0,0,Urban
1168,126444,63222,1023.9433,1,2,4,8,3893.1001570245394,2400,0.018980734554427257,Urban
1169,43788,43788,1023.9433,1,1,4,7,1348.1942178022723,1800,0.041107152644560156,Urban
1170,70212,70212,1023.9433,1,1,4,8,2161.7660642261153,2400,0.03418219107844813,Urban
1171,309288,103096,1023.9433,1,3,5,9,9522.706979894701,3360,0.010863661053775122,Urban
1172,308232,102744,1023.9433,1,3,5,9,9490.193663598018,3600,0.011679514132212099,Urban
1173,128940,21490,683.5198,1,6,2,4,3969.9498137257924,18000,0.13959981386691483,Urban
1174,123156,41052,683.5198,1,3,3,6,3791.865513100773,9480,0.07697554321348533,Urban
1175,93972,46986,683.5198,1,2,4,7,2893.315680901506,5400,0.05746392542459456,Urban
1176,112008,37336,683.5198,1,3,3,6,3448.6283444687338,8760,0.07820869937861581,Urban
1177,112536,56268,683.5198,1,2,4,8,3464.8850026170758,5040,0.044785668586052464,Urban
1178,181620,90810,683.5198,1,2,5,9,5591.9209335262785,5040,0.027750247770069375,Urban
1179,126708,63354,683.5198,1,2,4,8,3901.22848609871,4560,0.03598825646368027,Urban
1180,179580,44895,683.5198,1,4,4,7,5529.111117953139,3600,0.020046775810223856,Urban
1181,106164,53082,683.5198,1,2,4,7,3268.6966963268574,2400,0.022606533288120265,Urban
1182,252984,50596.8,683.5198,1,5,4,7,7789.156070076049,7200,0.028460297884451192,Urban
1183,62016,62016,683.5198,1,1,4,8,1909.418393423443,2400,0.03869969040247678,Urban
1184,271620,135810,779.3535,1,2,5,10,8362.942208811848,60000,0.2208968411751712,Urban
1185,234312,46862.4,779.3535,1,5,4,7,7214.2615228301365,24000,0.10242753252074158,Urban
1186,277476,69369,779.3535,1,4,4,8,8543.243326457095,24000,0.08649396704579855,Urban
1187,177204,88602,779.3535,1,2,5,9,5455.956156285601,36000,0.20315568497325118,Urban
1188,318720,63744,779.3535,1,5,4,8,9813.110009544629,36000,0.11295180722891567,Urban
1189,152904,76452,779.3535,1,2,5,9,4707.780411958496,18000,0.11772092293203579,Urban
1190,265860,88620,779.3535,1,3,5,9,8185.596847193572,18000,0.06770480704129993,Urban
1191,171480,85740,779.3535,1,2,5,9,5279.719203177438,3600,0.02099370188943317,Urban
1192,215868,71956,779.3535,1,3,4,8,6646.386896148281,24000,0.1111790538662516,Urban
1193,143472,47824,779.3535,1,3,4,7,4417.3773823085685,36000,0.2509200401472064,Urban
1194,64608,21536,779.3535,1,3,2,4,1989.2238061516673,15600,0.24145616641901932,Urban
1195,416160,59451.42857142857,511.3688,1,7,4,8,12813.202376920473,24000,0.05767012687427912,Urban
1196,121980,121980,511.3688,1,1,5,10,3755.657501770375,9600,0.07870142646335465,Urban
1197,83976,83976,511.3688,1,1,5,9,2585.547584593122,2160,0.02572163475278651,Urban
1198,110988,110988,511.3688,1,1,5,9,3417.223436682164,2160,0.019461563412260786,Urban
1199,127884,63942,511.3688,1,2,4,8,3937.4364974291084,0,0,Urban
1200,70188,23396,511.3688,1,3,2,4,2161.0271252193725,6000,0.08548469823901522,Urban
1201,244092,61023,511.3688,1,4,4,8,7515.379168077835,10800,0.04424561231011258,Urban
1202,164940,27490,511.3688,1,6,3,5,5078.35832384002,14400,0.08730447435431066,Urban
1203,1225452,306363,511.3688,1,4,5,10,37730.595153791684,36000,0.029376915619706036,Urban
1204,89352,44676,511.3688,1,2,4,7,2751.0699221035134,9600,0.10744023636852001,Urban
1205,517128,172376,511.3688,1,3,5,10,15921.91877828751,31200,0.06033322504292941,Urban
1206,127116,127116,511.3688,1,1,5,10,3913.790449213338,4200,0.03304068724629472,Urban
1207,307308,153654,1225.7554,1,2,5,10,9461.744511838418,3600,0.011714631574836971,Urban
1208,218556,109278,1225.7554,1,2,5,9,6729.148064903477,18000,0.0823587547356284,Urban
1209,429300,85860,1225.7554,1,5,5,9,13217.771483112165,33600,0.07826694619147449,Urban
1210,54276,27138,1225.7554,1,2,3,5,1671.110563748884,9600,0.17687375635640062,Urban
1211,141984,35496,1225.7554,1,4,3,6,4371.563163890514,9600,0.0676132521974307,Urban
1212,255528,127764,1225.7554,1,2,5,10,7867.483604790788,8400,0.03287310979618672,Urban
1213,10464,10464,1225.7554,1,1,1,2,322.17740693986883,0,0,Urban
1214,151860,151860,1225.7554,1,1,5,10,4675.636565165184,2400,0.015804030027657054,Urban
1215,31992,10664,1225.7554,1,3,1,2,985.0056959881771,3600,0.11252813203300825,Urban
1216,153780,51260,1225.7554,1,3,4,7,4734.751685704609,18000,0.11705033164260632,Urban
1217,57624,28812,1225.7554,1,2,3,5,1774.1925551895072,15600,0.27072053311120364,Urban
1218,155868,51956,873.7166,1,3,4,7,4799.039379291235,21600,0.13857879744399107,Urban
1219,146820,36705,873.7166,1,4,3,6,4520.459373749192,12000,0.08173273395995095,Urban
1220,193572,32262,873.7166,1,6,3,6,5959.912558884203,22800,0.11778563015312132,Urban
1221,172044,57348,873.7166,1,3,4,8,5297.084269835895,13200,0.0767245588337867,Urban
1222,78036,39018,873.7166,1,2,3,6,2402.660180424274,13200,0.16915269875442104,Urban
1223,94656,47328,873.7166,1,2,4,7,2914.375442593676,18000,0.19016227180527384,Urban
1224,157560,39390,873.7166,1,4,3,6,4851.134579266603,14400,0.0913937547600914,Urban
1225,198996,33166,873.7166,1,6,3,6,6126.91277440808,14400,0.0723632635831876,Urban
1226,131640,131640,873.7166,1,1,5,10,4053.0804519843596,9600,0.07292616226071102,Urban
1227,171732,57244,873.7166,1,3,4,8,5287.478062748238,32400,0.18866606107190273,Urban
1228,61884,61884,873.7166,1,1,4,8,1905.3542288863575,3600,0.058173356602675974,Urban
1229,69768,34884,500.0653,1,2,3,6,2148.0956926013732,7200,0.10319917440660474,Urban
1230,113148,22629.6,500.0653,1,5,2,4,3483.7279472890177,4800,0.04242231413723618,Urban
1231,110664,22132.8,500.0653,1,5,2,4,3407.247760091136,9600,0.08674907829104316,Urban
1232,521736,104347.2,500.0653,1,5,5,9,16063.79506758213,72000,0.13800082800496802,Urban
1233,105780,105780,500.0653,1,1,5,9,3256.8736722189724,5400,0.05104934770277935,Urban
1234,142416,71208,500.0653,1,2,4,8,4384.8640660118845,12000,0.08426019548365352,Urban
1235,146592,48864,500.0653,1,3,4,7,4513.439453185135,16800,0.114603798297315,Urban
1236,872280,145380,500.0653,1,6,5,10,26856.73820006774,48000,0.05502820195350117,Urban
1237,131796,65898,500.0653,1,2,4,8,4057.8835555281876,7200,0.054629882545752524,Urban
1238,413664,82732.8,500.0653,1,5,5,9,12736.35272021922,6000,0.014504525411928522,Urban
1239,108000,54000,1130.0178,1,2,4,7,3325.225530342683,4200,0.03888888888888889,Urban
1240,143136,35784,1130.0178,1,4,3,6,4407.03223621417,6000,0.04191817572099262,Urban
1241,300144,75036,1130.0178,1,4,4,8,9241.171218325688,24000,0.07996161842315688,Urban
1242,568572,284286,1130.0178,1,2,5,10,17505.834539240743,18000,0.03165825963994006,Urban
1243,60792,30396,1130.0178,1,2,3,5,1871.7325040795592,3600,0.05921831819976313,Urban
1244,409440,102360,1130.0178,1,4,5,9,12606.299455032484,18000,0.043962485345838215,Urban
1245,222024,55506,1130.0178,1,4,4,8,6835.924751377814,18000,0.08107231650632364,Urban
1246,236964,78988,1130.0178,1,3,5,9,7295.914283075218,21600,0.09115308654479161,Urban
1247,529548,176516,1130.0178,1,3,5,10,16304.319714276919,18000,0.033991252917582544,Urban
1248,161796,40449,1130.0178,1,4,3,6,4981.5573139567105,12000,0.07416747014759327,Urban
1249,306408,38301,1130.0178,1,8,3,6,9434.034299085564,24000,0.07832693663350826,Urban
1250,242136,121068,1130.0178,1,2,5,10,7455.155639028296,0,0,Urban
1251,102636,51318,450.1013,1,2,4,7,3160.072662335663,15600,0.1519934525897346,Urban
1252,2711808,903936,450.1013,1,3,5,10,83494.19624988455,49200,0.018142877371849334,Urban
1253,323676,53946,450.1013,1,6,4,7,9965.700914437022,36000,0.11122233344455566,Urban
1254,142104,47368,450.1013,1,3,4,7,4375.2578589242285,18000,0.12666779260260091,Urban
1255,248916,82972,450.1013,1,3,5,9,7663.905908433142,6000,0.024104517186520753,Urban
1256,40320,40320,450.1013,1,1,3,6,1241.417531327935,0,0,Urban
1257,102384,51192,450.1013,1,2,4,7,3152.313802764864,0,0,Urban
1258,148800,74400,450.1013,1,2,4,8,4581.421841805474,9600,0.06451612903225806,Urban
1259,159372,53124,450.1013,1,3,4,7,4906.924474275686,15000,0.09411941871846999,Urban
1260,147576,36894,450.1013,1,4,3,6,4543.735952461591,6420,0.043503008619287686,Urban
1261,111108,37036,450.1013,1,3,3,6,3420.918131715878,10500,0.09450264607409008,Urban
1262,266196,38028,450.1013,1,7,3,6,8195.941993287972,30000,0.11269891358247307,Urban
1263,73944,73944,450.1013,1,1,4,8,2276.6710797746236,12000,0.16228497241155468,Urban
1264,142200,71100,450.1013,1,2,4,8,4378.2136149512,4800,0.03375527426160337,Urban
1265,195432,97716,800.4293,1,2,5,9,6017.180331906771,12000,0.06140243153628884,Urban
1266,113460,56730,800.4293,1,2,4,8,3493.334154376674,4800,0.04230565838180857,Urban
1267,111852,55926,800.4293,1,2,4,8,3443.8252409249058,14400,0.1287415513356936,Urban
1268,49152,24576,800.4293,1,2,3,5,1513.3470858092924,0,0,Urban
1269,91692,30564,800.4293,1,3,3,5,2823.116475260938,10200,0.11124198403350347,Urban
1270,159948,79974,800.4293,1,2,5,9,4924.659010437514,10200,0.06377072548578287,Urban
1271,95184,23796,800.4293,1,4,2,4,2930.632100742018,12000,0.1260716086737267,Urban
1272,19140,19140,800.4293,1,1,2,4,589.3038578773977,0,0,Urban
1273,193548,38709.6,800.4293,1,5,3,6,5959.17361987746,24240,0.12524025048050097,Urban
1274,237288,39548,800.4293,1,6,3,6,7305.889959666246,21600,0.09102862344492768,Urban
1275,238692,79564,800.4293,1,3,5,9,7349.1178915607015,12000,0.050273993263284904,Urban
1276,23976,23976,800.4293,1,1,2,4,738.2000677360757,4620,0.19269269269269268,Urban
1277,254616,84872,800.4293,1,3,5,9,7839.403922534561,19200,0.07540767273070034,Urban
1278,95496,47748,800.4293,1,2,4,7,2940.238307829675,8160,0.0854486051771802,Urban
1279,453228,113307,1086.3789,1,4,5,9,13954.493672834755,24000,0.052953480367497155,Urban
1280,398592,199296,1086.3789,1,2,5,10,12272.29902398473,6000,0.015052986512524085,Urban
1281,153420,76710,1086.3789,1,2,5,9,4723.667600603467,3600,0.023464998044583497,Urban
1282,142752,71376,1086.3789,1,2,4,8,4395.209212106284,2400,0.016812373907195696,Urban
1283,137412,137412,1086.3789,1,1,5,10,4230.795283106007,8400,0.061130032311588506,Urban
1284,344376,114792,1086.3789,1,3,5,10,10603.035807752702,36000,0.10453690152623876,Urban
1285,420000,105000,1086.3789,1,4,5,9,12931.432617999324,36000,0.08571428571428572,Urban
1286,499764,124941,1086.3789,1,4,5,10,15387.296406909081,18000,0.036017000024011335,Urban
1287,174864,43716,1086.3789,1,4,4,7,5383.909603128175,14400,0.08234971177600878,Urban
1288,421728,84345.6,1086.3789,1,5,5,9,12984.636226484807,42000,0.09959025722740723,Urban
1289,441960,147320,1086.3789,1,3,5,10,13607.561809169003,12000,0.027151778441487917,Urban
1290,152328,76164,1086.3789,1,2,5,9,4690.045875796669,6000,0.0393886875689302,Urban
1291,84864,84864,720.1621,1,1,5,9,2612.888327842606,3600,0.04242081447963801,Urban
1292,211656,42331.2,720.1621,1,5,4,7,6516.703100464916,12000,0.05669577049552103,Urban
1293,419448,104862,720.1621,1,4,5,9,12914.437020844238,24000,0.05721805801911083,Urban
1294,101988,101988,720.1621,1,1,5,9,3140.121309153607,4560,0.04471114248735145,Urban
1295,59508,59508,720.1621,1,1,4,8,1832.1992672188185,0,0,Urban
1296,165672,82836,720.1621,1,2,5,9,5100.895963545676,30000,0.18108068955526582,Urban
1297,237060,47412,720.1621,1,5,4,7,7298.870039102189,15600,0.06580612503163756,Urban
1298,227964,37994,720.1621,1,6,3,6,7018.812155546661,15600,0.06843185766173607,Urban
1299,77952,77952,720.1621,1,1,5,9,2400.0738939006746,3276,0.04202586206896552,Urban
1300,215244,107622,1009.6256,1,2,5,9,6627.174481972967,25200,0.11707643418631879,Urban
1301,568788,189596,1009.6256,1,3,5,10,17512.484990301426,50400,0.08860946433469061,Urban
1302,401700,100425,1009.6256,1,4,5,9,12367.991625357925,21600,0.0537714712471994,Urban
1303,698880,349440,1009.6256,1,2,5,10,21517.903876350872,30000,0.042925824175824176,Urban
1304,488688,81448,1009.6256,1,6,5,9,15046.27605529727,15600,0.031922208034574205,Urban
1305,1385412,461804,1009.6256,1,3,5,10,42655.62363373257,29760,0.021480974612606212,Urban
1306,711924,177981,1009.6256,1,4,5,10,21919.517226515596,21600,0.030340317224872317,Urban
1307,622884,155721,1009.6256,1,4,5,10,19178.05351149974,16680,0.0267786618375171,Urban
1308,175692,175692,1009.6256,1,1,5,10,5409.402998860803,16800,0.0956218837511099,Urban
1309,734688,183672,1009.6256,1,4,5,10,22620.40087441116,24000,0.03266692800209069,Urban
1310,72996,72996,1009.6256,1,1,4,8,2247.4829890082824,19200,0.26302811112937696,Urban
1311,38832,38832,1009.6256,1,1,3,6,1195.6033129098803,0,0,Urban
1312,333252,166626,1009.6256,1,2,5,10,10260.537578127405,16800,0.05041230060134673,Urban
1313,329220,109740,1009.6256,1,3,5,9,10136.395824994612,28800,0.08747949699289229,Urban
1314,203664,67888,678.0107,1,3,4,8,6270.636411219558,18000,0.08838086259721895,Urban
1315,148572,74286,678.0107,1,2,4,8,4574.401921241418,16800,0.1130764881673532,Urban
1316,143412,35853,678.0107,1,4,3,6,4415.530034791712,30000,0.20918751568906369,Urban
1317,80040,40020,678.0107,1,2,3,6,2464.3615874873,3600,0.044977511244377814,Urban
1318,50172,50172,678.0107,1,1,4,7,1544.7519935958621,13200,0.2630949533604401,Urban
1319,137172,137172,678.0107,1,1,5,10,4223.405893038579,2400,0.017496282040066487,Urban
1320,123312,61656,678.0107,1,2,4,8,3796.6686166446016,4800,0.03892565200467108,Urban
1321,151956,75978,678.0107,1,2,5,9,4678.592321192155,12000,0.07897022822395956,Urban
1322,304164,76041,678.0107,1,4,5,9,9364.94350195511,18000,0.05917860101787194,Urban
1323,112644,28161,678.0107,1,4,3,5,3468.2102281474185,14400,0.1278363694471077,Urban
1324,211584,42316.8,678.0107,1,5,4,7,6514.486283444688,30000,0.14178765880217786,Urban
1325,328308,54718,678.0107,1,6,4,7,10108.316142738386,21600,0.06579187835812712,Urban
1326,114036,38012,678.0107,1,3,3,6,3511.068690538502,7200,0.06313795643481006,Urban
1327,1261644,420548,403.5238,1,3,5,10,38844.91517595985,54000,0.04280129735487982,Urban
1328,754872,125812,403.5238,1,6,5,10,23241.84857908187,45600,0.060407592280545576,Urban
1329,888084,177616.8,403.5238,1,5,5,10,27343.329536007885,42000,0.04729282365181672,Urban
1330,1133304,377768,403.5238,1,3,5,10,34893.43883740263,56400,0.04976599394337265,Urban
1331,733968,183492,403.5238,1,4,5,10,22598.232704208876,38400,0.052318357203583805,Urban
1332,557760,278880,403.5238,1,2,5,10,17172.9425167031,42000,0.07530120481927711,Urban
1333,435756,145252,403.5238,1,3,5,10,13416.546075925984,42000,0.09638421501941453,Urban
1334,865668,216417,403.5238,1,4,5,10,26653.160503710093,48000,0.05544850912821082,Urban
1335,1090080,272520,403.5238,1,4,5,10,33562.60968625882,50400,0.046235138705416116,Urban
1336,217260,108630,1687.2602,1,2,5,9,6689.245358539364,3600,0.016570008285004142,Urban
1337,195012,97506,1687.2602,1,2,5,9,6004.248899288772,6000,0.03076733739462187,Urban
1338,128136,128136,1687.2602,1,1,5,10,3945.1953569999077,3360,0.02622213897733658,Urban
1339,163104,163104,1687.2602,1,1,5,10,5021.829489824195,4800,0.02942907592701589,Urban
1340,222300,111150,1687.2602,1,2,5,9,6844.422549955356,3600,0.016194331983805668,Urban
1341,164796,164796,1687.2602,1,1,5,10,5073.924689799564,4440,0.026942401514599867,Urban
1342,141396,141396,1687.2602,1,1,5,10,4353.459158225315,3840,0.027157769668166003,Urban
1343,227016,75672,1687.2602,1,3,4,8,6989.62406478032,4800,0.02114388413151496,Urban
1344,356412,178206,1687.2602,1,2,5,10,10973.613719634226,10800,0.030302010033332213,Urban
1345,187476,187476,1687.2602,1,1,5,10,5772.222051171527,3600,0.019202457914613072,Urban
1346,149244,149244,1687.2602,1,1,5,10,4595.092213430216,3600,0.024121572726541772,Urban
1347,160164,160164,1687.2602,1,1,5,10,4931.309461498199,3000,0.018730800929047726,Urban
1348,264864,132432,1520.7154,1,2,5,10,8154.930878413745,12000,0.04530627038782167,Urban
1349,535608,178536,1520.7154,1,3,5,10,16490.90181347948,20400,0.03808755657122373,Urban
1350,361020,180510,1520.7154,1,2,5,10,11115.490008928848,12000,0.03323915572544457,Urban
1351,324660,324660,1520.7154,1,1,5,10,9995.997413713478,12000,0.036961744594344856,Urban
1352,74352,18588,1520.7154,1,4,2,3,2289.2330428892515,4200,0.056488056810845705,Urban
1353,551796,183932,1520.7154,1,3,5,10,16989.31617352751,21600,0.0391449013765957,Urban
1354,105168,52584,1520.7154,1,2,4,7,3238.0307275470304,8400,0.07987220447284345,Urban
1355,109152,54576,1520.7154,1,2,4,7,3360.6946026663386,14400,0.13192612137203166,Urban
1356,292032,97344,1520.7154,1,3,5,9,8991.409834046615,12000,0.041091387245233396,Urban
1357,167808,83904,1055.9632,1,2,5,9,5166.661535145787,18000,0.1072654462242563,Urban
1358,132516,66258,1055.9632,1,2,4,8,4080.0517257304723,6000,0.04527755139002083,Urban
1359,374748,124916,1055.9632,1,3,5,10,11538.163120785739,14400,0.03842582215248647,Urban
1360,293556,58711.2,1055.9632,1,5,4,8,9038.332460974785,14400,0.04905367289375792,Urban
1361,1304376,186339.42857142858,1055.9632,1,7,5,10,40160.596077465445,108000,0.08279821155863033,Urban
1362,117840,117840,1055.9632,1,1,5,10,3628.1905231072387,12000,0.10183299389002037,Urban
1363,331392,110464,1055.9632,1,3,5,9,10203.269805104837,24000,0.07242178447276941,Urban
1364,443868,147956,1055.9632,1,3,5,10,13666.307460205056,20400,0.04595960961366893,Urban
1365,115788,115788,1055.9632,1,1,5,10,3565.011238030728,12000,0.1036376826614157,Urban
1366,399120,199560,1055.9632,1,2,5,10,12288.555682133072,14400,0.03607937462417318,Urban
1367,136200,136200,1055.9632,1,1,5,10,4193.4788632654945,12000,0.0881057268722467,Urban
1368,183660,183660,1055.9632,1,1,5,10,5654.730749099418,14400,0.07840574975498203,Urban
1369,449940,112485,1055.9632,1,4,5,9,13853.25902891099,20400,0.04533937858381117,Urban
1370,208368,208368,1055.9632,1,1,5,10,6415.46845654115,4200,0.020156645934116563,Urban
1371,460572,92114.4,905.5541,1,5,5,9,14180.609008898058,44400,0.09640186550637034,Urban
1372,284808,94936,905.5541,1,3,5,9,8768.989193017027,20400,0.0716272014831044,Urban
1373,185508,185508,905.5541,1,1,5,10,5711.629052618616,4800,0.025874894883239536,Urban
1374,633516,158379,905.5541,1,4,5,10,19505.40349148681,26400,0.041672191389009905,Urban
1375,970152,194030.4,905.5541,1,5,5,10,29870.131469564953,27600,0.02844915023625164,Urban
1376,384840,96210,905.5541,1,4,5,9,11848.886973121094,37200,0.09666354848768319,Urban
1377,442440,110610,905.5541,1,4,5,9,13622.340589303858,22200,0.05017629509085978,Urban
1378,248364,35480.57142857143,905.5541,1,7,3,6,7646.910311278057,27600,0.11112721650480746,Urban
1379,300480,150240,905.5541,1,2,5,10,9251.516364420087,14400,0.04792332268370607,Urban
1380,301212,100404,905.5541,1,3,5,9,9274.054004125743,6120,0.020317915620891597,Urban
1381,185688,185688,905.5541,1,1,5,10,5717.171095169187,1560,0.008401189091379088,Urban
1382,160788,80394,925.9868,1,2,5,9,4950.521875673512,4200,0.026121352339726844,Urban
1383,179568,59856,925.9868,1,3,4,8,5528.741648449768,4800,0.02673082063619353,Urban
1384,153840,76920,925.9868,1,2,5,9,4736.599033221467,14400,0.093603744149766,Urban
1385,358188,89547,925.9868,1,4,5,9,11028.295206133194,14400,0.0402023518375825,Urban
1386,189000,94500,925.9868,1,2,5,9,5819.144678099696,18000,0.09523809523809523,Urban
1387,204684,102342,925.9868,1,2,5,9,6302.041319006127,5400,0.026382130503605557,Urban
1388,75024,75024,925.9868,1,1,4,8,2309.9233350780505,3840,0.05118362124120281,Urban
1389,136116,45372,925.9868,1,3,4,7,4190.892576741895,6000,0.044080049369655296,Urban
1390,133956,33489,925.9868,1,4,3,6,4124.388066135041,7200,0.05374899220639613,Urban
1391,284004,94668,925.9868,1,3,5,9,8744.234736291142,12000,0.04225292601512655,Urban
1392,243648,60912,925.9868,1,4,4,8,7501.708796453093,20400,0.08372734436564223,Urban
1393,134304,33576,925.9868,1,4,3,6,4135.102681732812,6840,0.05092923516797713,Urban
1394,95940,95940,925.9868,1,1,5,9,2953.908679454417,9600,0.10006253908692933,Urban
1395,184308,184308,862.1742,1,1,5,10,5674.682102281475,7560,0.04101829546194414,Urban
1396,145836,36459,862.1742,1,4,3,6,4490.162874472737,11760,0.08063852546696289,Urban
1397,155352,51784,862.1742,1,3,4,7,4783.152190646264,6000,0.03862196817549823,Urban
1398,171564,171564,862.1742,1,1,5,10,5282.305489701038,3600,0.020983423095754353,Urban
1399,145884,48628,862.1742,1,3,4,7,4491.6407524862225,5880,0.0403059965452003,Urban
1400,208620,69540,862.1742,1,3,4,8,6423.227316111949,5520,0.02645959160195571,Urban
1401,148116,74058,862.1742,1,2,4,8,4560.362080113304,3000,0.020254395203759216,Urban
1402,315660,315660,862.1742,1,1,5,10,9718.89528618492,3600,0.011404675917126022,Urban
1403,201540,100770,862.1742,1,2,5,9,6205.240309122818,12000,0.05954153021732658,Urban
1404,227040,227040,862.1742,1,1,5,10,6990.363003787063,3000,0.013213530655391121,Urban
