hh_id,hh_expenditures_0,hh_expenditures_0_pc,hh_weights,urban,hh_size,Income_Group_5,Income_Group_10,hh_expenditures_USD,expenditures,share_ely,Urban
27963,41832,20916,333.7898,1,2,2,4,1287.9706887527327,6600,0.15777395295467583,Urban
27964,56268,11253.6,333.7898,1,5,1,2,1732.4425013085379,6000,0.10663254425250586,Urban
27965,24048,24048,333.7898,1,1,2,4,740.4168847563042,2400,0.0998003992015968,Urban
27966,87480,29160,333.7898,1,3,3,5,2693.4326795775733,2400,0.027434842249657063,Urban
27967,237876,33982.28571428572,333.7898,1,7,3,6,7323.993965331445,33600,0.14125006305806387,Urban
27968,140136,20019.428571428572,1628.0409,2,7,2,4,4314.664860371317,19200,0.13700976194553863,Rural
27969,71100,71100,1628.0409,2,1,4,8,2189.1068074756,3600,0.05063291139240506,Rural
27970,239796,59949,1628.0409,2,4,4,8,7383.109085870871,6000,0.025021268077866185,Rural
27971,186696,62232,1628.0409,2,3,4,8,5748.206533452385,7200,0.03856536829926726,Rural
27972,44100,44100,1628.0409,2,1,4,7,1357.800424889929,2400,0.05442176870748299,Rural
27973,79644,79644,1628.0409,2,1,5,9,2452.169093876043,3600,0.04520114509567576,Rural
27974,47400,47400,1628.0409,2,1,4,7,1459.4045383170665,2400,0.05063291139240506,Rural
27975,57408,57408,1628.0409,2,1,4,8,1767.5421041288218,3000,0.05225752508361204,Rural
27976,266448,44408,169.0982,1,6,4,7,8203.70085285877,12000,0.04503693028283192,Urban
27977,196992,32832,169.0982,1,6,3,6,6065.211367345054,24000,0.12183235867446393,Urban
27978,18684,9342,169.0982,1,2,1,1,575.2640167492842,2400,0.12845215157353887,Urban
27979,917172,458586,169.0982,1,2,5,10,28238.92361218018,18000,0.019625544608862896,Urban
27980,76464,76464,169.0982,1,1,5,9,2354.2596754826195,4800,0.06277463904582549,Urban
27981,372480,62080,169.0982,1,6,4,8,11468.333384648542,16800,0.045103092783505154,Urban
27982,194136,64712,169.0982,1,3,4,8,5977.277625542659,10800,0.05563110396835208,Urban
27983,56568,56568,169.0982,1,1,4,8,1741.6792388928232,3000,0.05303351718285957,Urban
27984,274152,91384,169.0982,1,3,5,9,8440.900274023215,27600,0.10067407861332399,Urban
27985,73608,14721.6,169.0982,1,5,2,3,2266.3259336802244,0,0,Urban
27986,679140,169785,169.0982,1,4,5,10,20910.126543304905,20400,0.030037989221662693,Urban
27987,7200,7200,169.0982,1,1,1,1,221.68170202284554,0,0,Urban
27988,58104,58104,169.0982,1,1,4,8,1788.9713353243635,0,0,Urban
27989,46200,46200,263.0025,1,1,4,7,1422.4575879799256,3600,0.07792207792207792,Urban
27990,252468,126234,263.0025,1,2,5,10,7773.268881431079,4800,0.01901231047102999,Urban
27991,550032,183344,263.0025,1,3,5,10,16935.004156531915,18000,0.032725368705820754,Urban
27992,407460,101865,263.0025,1,4,5,9,12545.336986976201,9600,0.02356059490502135,Urban
27993,337560,56260,263.0025,1,6,4,8,10393.177129837743,28800,0.08531816565943832,Urban
27994,679392,226464,263.0025,1,3,5,10,20917.885402875705,30000,0.044157128726861665,Urban
27995,184860,92430,263.0025,1,2,5,9,5691.677699436559,3600,0.019474196689386564,Urban
27996,212508,106254,263.0025,1,2,5,9,6542.9354352042865,12000,0.05646846236376984,Urban
27997,243048,81016,263.0025,1,3,5,9,7483.235321284523,9600,0.03949837069220895,Urban
27998,45372,45372,1889.922,2,1,4,7,1396.9641922472983,600,0.013224014810896589,Rural
27999,26808,5361.6,1889.922,2,5,1,1,825.3948705317282,4200,0.1566696508504924,Rural
28000,136596,27319.2,1889.922,2,5,3,5,4205.671356876752,4320,0.03162610911007643,Rural
28001,47316,15772,1889.922,2,3,2,3,1456.8182517934667,3600,0.0760841998478316,Rural
28002,456060,57007.5,1889.922,2,8,4,8,14041.688475630408,9600,0.021049861860281543,Rural
28003,14844,7422,1889.922,2,2,1,1,457.0337756704332,1200,0.08084074373484236,Rural
28004,27168,9056,404.3992,1,3,1,1,836.4789556328706,0,0,Urban
28005,80832,26944,404.3992,1,3,3,5,2488.7465747098126,2640,0.032660332541567694,Urban
28006,204900,51225,404.3992,1,4,4,7,6308.691770066813,4800,0.02342606149341142,Urban
28007,199860,49965,404.3992,1,4,4,7,6153.514578650821,5160,0.0258180726508556,Urban
28008,39792,6632,404.3992,1,6,1,1,1225.160873179593,0,0,Urban
28009,100248,50124,404.3992,1,2,4,7,3086.548231164753,0,0,Urban
28010,66240,16560,404.3992,1,4,2,3,2039.471658610179,4800,0.07246376811594203,Urban
28011,32040,8010,404.3992,1,4,1,1,986.4835740016626,3000,0.09363295880149813,Urban
28012,44676,14892,404.3992,1,3,2,3,1375.5349610517567,2880,0.064464141821112,Urban
28013,88404,22101,404.3992,1,4,2,4,2721.8818313371717,3000,0.03393511605809692,Urban
28014,68904,13780.8,404.3992,1,5,1,2,2121.493888358632,7200,0.1044932079414838,Urban
28015,512184,128046,404.3992,1,4,5,10,15769.69734289849,36000,0.07028724052293707,Urban
28016,34596,8649,2191.4424,2,4,1,1,1065.1805782197728,0,0,Rural
28017,11448,5724,2191.4424,2,2,1,1,352.4739062163244,0,0,Rural
28018,16920,8460,2191.4424,2,2,1,1,520.951999753687,2280,0.1347517730496454,Rural
28019,56112,14028,2191.4424,2,4,1,2,1727.6393977647097,5400,0.0962360992301112,Rural
28020,25344,12672,2191.4424,2,2,1,2,780.3195911204164,2400,0.0946969696969697,Rural
28021,58548,14637,2191.4424,2,4,1,2,1802.6417069491056,4680,0.07993441278950604,Rural
28022,79128,19782,2191.4424,2,4,2,4,2436.2819052310724,4200,0.05307855626326964,Rural
28023,15120,7560,2191.4424,2,2,1,1,465.53157424797564,0,0,Rural
28024,279432,93144,2191.4424,2,3,5,9,8603.466855506636,12000,0.04294425835265825,Rural
28025,53196,7599.428571428572,2191.4424,2,7,1,1,1637.8583084454572,0,0,Rural
28026,37056,12352,1614.4788,2,3,1,2,1140.9218264109118,3600,0.09715025906735751,Rural
28027,259488,51897.6,1614.4788,2,5,4,7,7989.408540903353,2760,0.010636330003699594,Rural
28028,31104,31104,1614.4788,2,1,3,5,957.6649527386927,0,0,Rural
28029,40380,10095,1614.4788,2,4,1,1,1243.264878844792,3600,0.08915304606240713,Rural
28030,37536,7507.2,1614.4788,2,5,1,1,1155.700606545768,2400,0.0639386189258312,Rural
28031,30408,6081.6,1614.4788,2,5,1,1,936.235721543151,0,0,Rural
28032,81396,27132,1614.4788,2,3,3,5,2506.111641368269,2400,0.02948547840188707,Rural
28033,26964,6741,1614.4788,2,4,1,1,830.1979740755565,2400,0.08900756564307966,Rural
28034,2532,2532,1614.4788,2,1,1,1,77.95806521136736,0,0,Rural
28035,22824,11412,383.7727,1,2,1,2,702.7309954124204,3000,0.13144058885383805,Urban
28036,56928,18976,383.7727,1,3,2,4,1752.7633239939655,2760,0.048482293423271504,Urban
28037,33300,11100,383.7727,1,3,1,2,1025.2778718556606,4200,0.12612612612612611,Urban
28038,110316,27579,383.7727,1,4,3,5,3396.533144493365,4320,0.03916023061024693,Urban
28039,172704,34540.8,383.7727,1,5,3,6,5317.405092521321,4800,0.027793218454697052,Urban
28040,72960,72960,383.7727,1,1,4,8,2246.374580498168,6000,0.08223684210526316,Urban
28041,55968,13992,383.7727,1,4,1,2,1723.2057637242526,4200,0.07504288164665524,Urban
28042,50052,25026,383.7727,1,2,3,5,1541.057298562148,4800,0.09590026372572524,Urban
28043,39228,19614,383.7727,1,2,2,4,1207.795806521137,4800,0.12236157846436219,Urban
28044,268032,268032,1421.8508,2,1,5,10,8252.470827303798,3600,0.013431232091690544,Rural
28045,28800,9600,1421.8508,2,3,1,1,886.7268080913822,0,0,Rural
28046,11592,11592,1421.8508,2,1,1,2,356.9075402567813,0,0,Rural
28047,28176,7044,1421.8508,2,4,1,1,867.5143939160689,3000,0.10647359454855196,Rural
28048,30540,6108,1421.8508,2,5,1,1,940.2998860802365,2400,0.07858546168958742,Rural
28049,48564,9712.8,1421.8508,2,5,1,1,1495.2430801440933,0,0,Rural
28050,48456,16152,1421.8508,2,3,2,3,1491.9178546137505,3600,0.07429420505200594,Rural
28051,24276,12138,1421.8508,2,2,1,2,747.4368053203609,4080,0.16806722689075632,Rural
28052,33360,16680,2102.5681,2,2,2,3,1027.1252193725177,1200,0.03597122302158273,Rural
28053,17244,8622,2102.5681,2,2,1,1,530.9276763447151,0,0,Rural
28054,19620,9810,2102.5681,2,2,1,1,604.0826380122542,3000,0.1529051987767584,Rural
28055,24840,6210,2102.5681,2,4,1,1,764.8018719788171,1560,0.06280193236714976,Rural
28056,39348,9837,2102.5681,2,4,1,1,1211.4905015548509,3480,0.08844159804818542,Rural
28057,39144,7828.8,2102.5681,2,5,1,1,1205.209519997537,3000,0.07664009809932557,Rural
28058,28512,5702.4,2102.5681,2,5,1,1,877.8595400104683,3000,0.10521885521885523,Rural
28059,166584,33316.8,2102.5681,2,5,3,6,5128.975645801903,10800,0.06483215674974788,Rural
28060,48888,16296,1581.1787,2,3,2,3,1505.2187567351214,0,0,Rural
28061,48852,9770.4,1581.1787,2,5,1,1,1504.110348225007,7200,0.14738393515106854,Rural
28062,38496,12832,1581.1787,2,3,1,2,1185.2581668154808,2640,0.0685785536159601,Rural
28063,34200,8550,1581.1787,2,4,1,1,1052.9880846085164,4200,0.12280701754385964,Rural
28064,176232,44058,1581.1787,2,4,4,7,5426.029126512516,5400,0.030641427209587364,Rural
28065,47040,7840,1581.1787,2,6,1,1,1448.3204532159243,3600,0.07653061224489796,Rural
28066,117432,16776,1581.1787,2,7,2,3,3615.628559992611,6600,0.05620273860617208,Rural
28067,71904,10272,1581.1787,2,7,1,1,2213.861264201484,6000,0.08344459279038718,Rural
28068,16608,8304,1581.1787,2,2,1,1,511.3457926660304,0,0,Rural
28069,201828,100914,1818.1528,2,2,5,9,6214.107577203732,2400,0.01189131339556454,Rural
28070,20328,6776,1818.1528,2,3,1,1,625.8813387111672,0,0,Rural
28071,85308,28436,1818.1528,2,3,3,5,2626.558699467348,3216,0.03769869179912787,Rural
28072,386268,96567,1818.1528,2,4,5,9,11892.853844022293,7200,0.01863990804312032,Rural
28073,50208,8368,1818.1528,2,6,1,1,1545.8604021059762,7872,0.15678776290630975,Rural
28074,125484,125484,1818.1528,2,1,5,10,3863.5425967548263,3000,0.02390743042937745,Rural
28075,5736,5736,351.7094,1,1,1,1,176.60642261153362,0,0,Urban
28076,19740,9870,351.7094,1,2,1,1,607.7773330459682,0,0,Urban
28077,11160,5580,351.7094,1,2,1,1,343.6066381354106,2640,0.23655913978494625,Urban
28078,18948,9474,351.7094,1,2,1,1,583.3923458234552,0,0,Urban
28079,219132,54783,351.7094,1,4,4,7,6746.882601065304,2400,0.010952302721647227,Urban
28080,43992,10998,351.7094,1,4,1,2,1354.4751993595862,3000,0.06819421713038734,Urban
28081,87060,21765,351.7094,1,4,2,4,2680.501246959574,0,0,Urban
28082,139044,34761,351.7094,1,4,3,6,4281.043135564519,3060,0.02200742211098645,Urban
28083,35148,17574,351.7094,1,2,2,3,1082.1761753748576,3600,0.10242403550699898,Urban
28084,37200,9300,351.7094,1,4,1,1,1145.3554604513686,3480,0.0935483870967742,Urban
28085,23052,11526,351.7094,1,2,1,2,709.7509159764771,0,0,Urban
28086,113256,56628,251.8477,1,2,4,8,3487.0531728193605,10800,0.09535918626827718,Urban
28087,33924,33924,251.8477,1,1,3,6,1044.490286030974,3120,0.0919702865228157,Urban
28088,115572,23114.4,251.8477,1,5,2,4,3558.3607869700422,8400,0.07268196448966878,Urban
28089,41100,6850,251.8477,1,6,1,1,1265.4330490470766,4800,0.11678832116788321,Urban
28090,63480,21160,251.8477,1,3,2,4,1954.493672834755,6600,0.10396975425330812,Urban
28091,268788,89596,251.8477,1,3,5,9,8275.747406016195,10800,0.04018036519487477,Urban
28092,21288,10644,251.8477,1,2,1,2,655.43889898088,3600,0.16910935738444194,Urban
28093,43704,21852,251.8477,1,2,2,4,1345.6079312786724,3600,0.08237232289950576,Urban
28094,119628,29907,251.8477,1,4,3,5,3683.241479109579,12000,0.10031096398836392,Urban
28095,35292,11764,251.8477,1,3,1,2,1086.6098094153147,2400,0.06800408024481469,Urban
28096,37356,18678,1475.9391,2,2,2,3,1150.158563995197,3240,0.08673305493093479,Rural
28097,36876,18438,1475.9391,2,2,2,3,1135.3797838603407,4800,0.13016596160104132,Rural
28098,75564,18891,1475.9391,2,4,2,3,2326.549462729764,6000,0.07940289026520565,Rural
28099,38124,19062,1475.9391,2,2,2,4,1173.8046122109672,3468,0.0909663204280768,Rural
28100,217116,54279,1475.9391,2,4,4,7,6684.811724498907,13200,0.06079699331233074,Rural
28101,55068,9178,1475.9391,2,6,1,1,1695.495550971397,2760,0.05011985181956853,Rural
28102,18816,3763.2,1475.9391,2,5,1,1,579.3281812863697,0,0,Rural
28103,27732,9244,1475.9391,2,3,1,1,853.8440222913267,2652,0.09562959757680657,Rural
28104,671220,111870,1736.6117,2,6,5,9,20666.276671079777,12000,0.017877893984088674,Rural
28105,19836,9918,1736.6117,2,2,1,1,610.7330890729395,0,0,Rural
28106,101988,50994,1736.6117,2,2,4,7,3140.121309153607,1800,0.017649135192375574,Rural
28107,69816,17454,1736.6117,2,4,2,3,2149.573570614859,3600,0.051564111378480576,Rural
28108,47760,7960,1736.6117,2,6,1,1,1470.4886234182088,5400,0.11306532663316583,Rural
28109,59316,19772,1736.6117,2,3,2,4,1826.287755164876,7200,0.1213837750354036,Rural
28110,30864,10288,1736.6117,2,3,1,1,950.2755626712645,3000,0.09720062208398134,Rural
28111,16392,16392,1736.6117,2,1,2,3,504.69534160534505,2400,0.14641288433382138,Rural
28112,83244,16648.8,62.8818,1,5,2,3,2563.0099448874657,7440,0.08937581086925184,Urban
28113,95496,31832,62.8818,1,3,3,6,2940.238307829675,6288,0.0658456898718271,Urban
28114,67644,33822,62.8818,1,2,3,6,2082.6995905046338,5880,0.0869256696824552,Urban
28115,53904,53904,62.8818,1,1,4,7,1659.6570091443702,2604,0.04830810329474622,Urban
28116,432024,216012,62.8818,1,2,5,10,13301.641060377475,9732,0.022526526304094217,Urban
28117,516564,172188,62.8818,1,3,5,10,15904.553711629054,14712,0.028480498060259717,Urban
28118,467508,93501.6,62.8818,1,5,5,9,14394.162381846732,9936,0.021253112246207552,Urban
28119,119508,39836,62.8818,1,3,3,6,3679.5467840758647,8328,0.06968571141680892,Urban
28120,79884,79884,62.8818,1,1,5,9,2459.5584839434714,3180,0.039807721195733815,Urban
28121,151224,15122.4,62.8818,1,10,2,3,4656.054681486499,5784,0.03824789715918108,Urban
28122,330624,165312,62.8818,1,2,5,10,10179.623756889068,16584,0.05015969802555168,Urban
28123,232596,232596,58.9027,1,1,5,10,7161.427383848025,2160,0.009286488159727596,Urban
28124,211764,211764,58.9027,1,1,5,10,6520.0283259952585,6864,0.032413441378137925,Urban
28125,113580,113580,58.9027,1,1,5,9,3497.0288494103884,5820,0.051241415742208134,Urban
28126,134796,134796,58.9027,1,1,5,10,4150.25093137104,3120,0.02314608742099172,Urban
28127,134832,67416,58.9027,1,2,4,8,4151.3593398811545,5820,0.04316482734069064,Urban
28128,222276,55569,58.9027,1,4,4,8,6843.683610948613,5040,0.022674512767910167,Urban
28129,130716,43572,58.9027,1,3,4,7,4024.6313002247607,5040,0.03855687138529331,Urban
28130,205224,205224,58.9027,1,1,5,10,6318.667446657841,0,0,Urban
28131,99960,49980,58.9027,1,2,4,7,3077.680963083839,4608,0.0460984393757503,Urban
28132,387600,387600,58.9027,1,1,5,10,11933.864958896518,3000,0.007739938080495356,Urban
28133,71688,71688,57.6764,1,1,4,8,2207.210813140799,2160,0.03013056578506863,Urban
28134,91188,45594,57.6764,1,2,4,7,2807.5987561193388,3408,0.03737333859718384,Urban
28135,122676,40892,57.6764,1,3,3,6,3777.086732965917,3960,0.032280152597085006,Urban
28136,109656,54828,57.6764,1,2,4,7,3376.2123218079378,4800,0.04377325454147516,Urban
28137,73056,18264,57.6764,1,4,2,3,2249.3303365251395,0,0,Urban
28138,349608,116536,57.6764,1,3,5,10,10764.124511222637,6576,0.018809638223381615,Urban
28139,102468,25617,57.6764,1,4,3,5,3154.9000892884637,4200,0.04098840613654995,Urban
28140,116088,12898.666666666666,57.6764,1,9,1,2,3574.247975615013,13800,0.11887533595203639,Urban
28141,78396,15679.2,57.6764,1,5,2,3,2413.7442655254167,9024,0.11510791366906475,Urban
28142,57792,57792,57.6764,1,1,4,8,1779.3651282367068,2016,0.03488372093023256,Urban
28143,50184,50184,57.6764,1,1,4,7,1545.1214630992336,0,0,Urban
28144,68088,34044,57.6764,1,2,3,6,2096.369962129376,3864,0.056750088121254844,Urban
28145,66744,66744,75.7488,1,1,4,8,2054.989377751778,3432,0.05142035239122618,Urban
28146,34992,34992,75.7488,1,1,3,6,1077.3730718310294,3792,0.1083676268861454,Urban
28147,84204,21051,75.7488,1,4,2,4,2592.567505157179,6240,0.07410574319509762,Urban
28148,158028,39507,75.7488,1,4,3,6,4865.543889898088,4200,0.026577568532158858,Urban
28149,258756,64689,75.7488,1,4,4,8,7966.870901197697,33600,0.12985206140147476,Urban
28150,131904,32976,75.7488,1,4,3,6,4061.2087810585303,5040,0.03820960698689956,Urban
28151,219696,219696,75.7488,1,1,5,10,6764.24766772376,16800,0.07646930303692374,Urban
28152,317436,317436,75.7488,1,1,5,10,9773.57677268389,2040,0.006426492269307829,Urban
28153,120048,30012,75.7488,1,4,3,5,3696.172911727578,4188,0.03488604558176729,Urban
28154,93972,46986,75.7488,1,2,4,7,2893.315680901506,8460,0.09002681649853148,Urban
28155,44976,44976,64.6475,1,1,4,7,1384.771698636042,0,0,Urban
28156,50484,25242,64.6475,1,2,3,5,1554.3582006835186,3360,0.06655574043261231,Urban
28157,48792,24396,64.6475,1,2,3,5,1502.26300070815,2640,0.05410723069355632,Urban
28158,99168,24792,64.6475,1,4,3,5,3053.295975861326,4800,0.0484027105517909,Urban
28159,108672,21734.4,64.6475,1,5,2,4,3345.9158225314823,5160,0.04748233215547703,Urban
28160,123984,24796.8,64.6475,1,5,3,5,3817.3589088334,3600,0.029036004645760744,Urban
28161,354576,70915.2,64.6475,1,5,4,8,10917.0848856184,5040,0.014214160010829837,Urban
28162,33096,16548,64.6475,1,2,2,3,1018.9968902983467,0,0,Urban
28163,81540,27180,64.6475,1,3,3,5,2510.545275408726,3720,0.04562178072111847,Urban
28164,82104,20526,64.6475,1,4,2,4,2527.9103420671822,4080,0.049693072201110786,Urban
28165,98628,19725.6,64.6475,1,5,2,4,3036.6698482096126,4920,0.04988441416230685,Urban
28166,164532,13711,64.6475,1,12,1,2,5065.796360725392,5400,0.032820363212019546,Urban
28167,107316,26829,64.6475,1,4,3,5,3304.1657686505127,3960,0.03690036900369004,Urban
28168,22176,22176,64.6475,1,1,2,4,682.7796422303643,0,0,Urban
28169,69372,17343,55.7437,1,4,2,3,2135.903198990117,3600,0.05189413596263622,Urban
28170,92832,23208,55.7437,1,4,2,4,2858.216078081222,5040,0.05429162357807653,Urban
28171,25128,12564,55.7437,1,2,1,2,773.6691400597309,2580,0.10267430754536772,Urban
28172,80592,80592,55.7437,1,1,5,9,2481.3571846423843,2160,0.026801667659321026,Urban
28173,108204,27051,55.7437,1,4,3,5,3331.5065118999973,3840,0.03548852168126872,Urban
28174,91356,45678,55.7437,1,2,4,7,2812.7713291665386,4080,0.04466044923157757,Urban
28175,40260,40260,55.7437,1,1,3,6,1239.570183811078,3000,0.07451564828614009,Urban
28176,102816,25704,55.7437,1,4,3,5,3165.6147048862344,6600,0.0641923436041083,Urban
28177,148404,49468,55.7437,1,3,4,7,4569.229348194218,3840,0.025875313333872402,Urban
28178,67872,33936,55.7437,1,2,3,6,2089.7195110686907,2880,0.042432814710042434,Urban
28179,24684,24684,55.7437,1,1,3,5,759.9987684349888,0,0,Urban
28180,14160,14160,55.7437,1,1,1,2,435.9740139782629,0,0,Urban
28181,66660,33330,55.7437,1,2,3,6,2052.4030912281783,2760,0.041404140414041404,Urban
28182,12264,12264,52.9854,1,1,1,2,377.59783244558025,0,0,Urban
28183,45708,15236,52.9854,1,3,2,3,1407.3093383416979,2856,0.0624835914938304,Urban
28184,27084,13542,52.9854,1,2,1,2,833.8926691092706,2268,0.08373947718210013,Urban
28185,81144,27048,52.9854,1,3,3,5,2498.352781797469,3288,0.04052055604850636,Urban
28186,57744,19248,52.9854,1,3,2,4,1777.8872502232214,3348,0.05798004987531172,Urban
28187,29712,9904,52.9854,1,3,1,1,914.8064903476093,2520,0.08481421647819062,Urban
28188,62436,12487.2,52.9854,1,5,1,2,1922.3498260414424,2964,0.04747261195464155,Urban
28189,45216,11304,52.9854,1,4,1,2,1392.1610887034701,2472,0.05467091295116773,Urban
28190,39636,19818,52.9854,1,2,2,4,1220.3577696357647,3360,0.08477141992128367,Urban
28191,67320,16830,52.9854,1,4,2,3,2072.723913913606,4560,0.0677361853832442,Urban
28192,41400,20700,52.9854,1,2,2,4,1274.6697866313618,3720,0.08985507246376812,Urban
28193,453636,151212,52.9854,1,3,5,10,13967.055635949384,17760,0.03915033198423406,Urban
28194,60492,15123,52.9854,1,4,2,3,1862.495766495274,3408,0.056338028169014086,Urban
28195,3204,3204,52.9854,1,1,1,1,98.64835740016626,0,0,Urban
28196,11508,5754,665.3529,2,2,1,1,354.32125373318144,0,0,Rural
28197,18804,6268,665.3529,2,3,1,1,578.9587117829983,2256,0.11997447351627313,Rural
28198,238740,79580,665.3529,2,3,5,9,7350.595769574187,7344,0.030761497863784872,Rural
28199,52656,17552,665.3529,2,3,2,3,1621.2321807937437,2064,0.03919781221513218,Rural
28200,180000,36000,665.3529,2,5,3,6,5542.042550571138,5784,0.03213333333333333,Rural
28201,155544,38886,665.3529,2,4,3,6,4789.063702700207,3564,0.022913130689708378,Rural
28202,50088,8348,665.3529,2,6,1,1,1542.1657070722622,0,0,Rural
28203,89820,29940,665.3529,2,3,3,5,2765.4792327349983,2616,0.029124916499666,Rural
28204,108732,27183,665.3529,2,4,3,5,3347.7631700483394,4620,0.04248979141375124,Rural
28205,13392,13392,665.3529,2,1,1,2,412.32796576249274,0,0,Rural
28206,7068,7068,789.3202,2,1,1,1,217.61753748576004,0,0,Rural
28207,11484,5742,789.3202,2,2,1,1,353.58231472643865,0,0,Rural
28208,39276,13092,789.3202,2,3,1,2,1209.2736845346224,3768,0.09593644974029943,Rural
28209,40920,10230,789.3202,2,4,1,1,1259.8910064965055,2016,0.04926686217008798,Rural
28210,34776,8694,789.3202,2,4,1,1,1070.722620770344,2904,0.08350586611456176,Rural
28211,44424,8884.8,789.3202,2,5,1,1,1367.776101480957,2520,0.05672609400324149,Rural
28212,21444,7148,789.3202,2,3,1,1,660.2420025247084,0,0,Rural
28213,42108,7018,789.3202,2,6,1,1,1296.4684873302751,3528,0.08378455400398974,Rural
28214,50004,8334,789.3202,2,6,1,1,1539.5794205486623,2952,0.05903527717782577,Rural
28215,65460,21820,789.3202,2,3,2,4,2015.4561408910374,2760,0.04216315307057745,Rural
28216,12960,12960,53.7069,1,1,1,2,399.02706364112197,0,0,Urban
28217,22716,11358,53.7069,1,2,1,2,699.4057698820777,2352,0.10353935552033809,Urban
28218,35676,8919,53.7069,1,4,1,1,1098.4328335231996,3420,0.0958627648839556,Urban
28219,80304,26768,53.7069,1,3,3,5,2472.4899165614706,6000,0.07471607890017933,Urban
28220,42084,14028,53.7069,1,3,1,2,1295.7295483235323,3444,0.08183632734530938,Urban
28221,21912,7304,53.7069,1,3,1,1,674.6513131561933,0,0,Urban
28222,64248,16062,53.7069,1,4,2,3,1978.1397210505252,3816,0.05939484497571909,Urban
28223,39504,13168,53.7069,1,3,1,2,1216.2936050986793,2268,0.05741190765492102,Urban
28224,44376,11094,53.7069,1,4,1,2,1366.2982234674714,2976,0.0670632774472688,Urban
28225,66120,13224,53.7069,1,5,1,2,2035.7769635764648,3216,0.048638838475499095,Urban
28226,76008,15201.6,53.7069,1,5,2,3,2340.219834354506,4560,0.05999368487527629,Urban
28227,47616,15872,53.7069,1,3,2,3,1466.0549893777518,2160,0.04536290322580645,Urban
28228,182580,91290,53.7069,1,2,5,9,5621.478493795991,5220,0.028590207032533684,Urban
28229,270876,67719,53.7069,1,4,4,8,8340.035099602821,4560,0.01683427103176361,Urban
28230,15132,15132,52.3292,1,1,2,3,465.90104375134706,0,0,Urban
28231,41208,41208,52.3292,1,1,4,7,1268.7582745774193,2340,0.056785090273733255,Urban
28232,29292,9764,52.3292,1,3,1,1,901.8750577296099,2160,0.0737402703809914,Urban
28233,44688,22344,52.3292,1,2,2,4,1375.904430555128,3948,0.08834586466165413,Urban
28234,29556,9852,52.3292,1,3,1,1,910.0033868037809,2184,0.07389362565976451,Urban
28235,11628,11628,52.3292,1,1,1,2,358.0159487668956,0,0,Urban
28236,35568,35568,52.3292,1,1,3,6,1095.107607992857,3228,0.0907557354925776,Urban
28237,56892,18964,52.3292,1,3,2,4,1751.6549154838513,2544,0.04471630457709344,Urban
28238,37512,9378,52.3292,1,4,1,1,1154.9616675390253,3120,0.08317338451695458,Urban
28239,49908,12477,52.3292,1,4,1,2,1536.6236645216911,3564,0.07141139697042559,Urban
28240,71232,10176,52.3292,1,7,1,1,2193.170972012685,3540,0.04969676549865229,Urban
28241,47376,9475.2,52.3292,1,5,1,1,1458.6655993103236,3540,0.07472137791286727,Urban
28242,51528,10305.6,52.3292,1,5,1,1,1586.5020474768312,3744,0.07265952491849091,Urban
28243,61872,20624,52.3292,1,3,2,4,1904.984759382986,3144,0.05081458494957331,Urban
28244,35004,7000.8,52.3292,1,5,1,1,1077.7425413344008,2184,0.06239286938635585,Urban
28245,39600,9900,69.9825,1,4,1,1,1219.2493611256505,3768,0.09515151515151515,Urban
28246,59520,19840,69.9825,1,3,2,4,1832.56873672219,2568,0.04314516129032258,Urban
28247,220656,55164,69.9825,1,4,4,8,6793.805227993473,10200,0.046225799434413746,Urban
28248,63972,12794.4,69.9825,1,5,1,2,1969.6419224729827,3468,0.05421121740761583,Urban
28249,49776,8296,69.9825,1,6,1,1,1532.5594999846055,3552,0.07135969141755062,Urban
28250,15372,5124,69.9825,1,3,1,1,473.2904338187752,0,0,Urban
28251,8148,4074,69.9825,1,2,1,1,250.86979278918687,0,0,Urban
28252,39168,19584,69.9825,1,2,2,4,1205.9484590042798,3084,0.07873774509803921,Urban
28253,156072,52024,69.9825,1,3,4,7,4805.320360848548,8580,0.054974627095186836,Urban
28254,28656,9552,69.9825,1,3,1,1,882.2931740509252,3384,0.11809045226130653,Urban
28255,211944,70648,69.9825,1,3,4,8,6525.57036854583,3888,0.018344468350130223,Urban
28256,109320,36440,69.9825,1,3,3,6,3365.867175713538,13200,0.1207464324917673,Urban
28257,57036,19012,69.9825,1,3,2,4,1756.088549524308,3456,0.06059330948874395,Urban
28258,8148,8148,809.7605,2,1,1,1,250.86979278918687,0,0,Rural
28259,41880,20940,809.7605,2,2,2,4,1289.4485667662182,2592,0.061891117478510026,Rural
28260,31728,15864,809.7605,2,2,2,3,976.8773669140061,0,0,Rural
28261,86856,28952,809.7605,2,3,3,5,2674.22026540226,2496,0.028737220226581928,Rural
28262,58392,14598,809.7605,2,4,1,2,1797.8386034052774,3228,0.05528154541718044,Rural
28263,58572,14643,809.7605,2,4,1,2,1803.3806459558484,2160,0.03687768899815612,Rural
28264,118188,23637.6,809.7605,2,5,2,4,3638.9051387050094,3240,0.02741395065488882,Rural
28265,90468,45234,809.7605,2,2,4,7,2785.4305859170545,2964,0.03276296591059822,Rural
28266,47616,23808,809.7605,2,2,2,4,1466.0549893777518,1944,0.040826612903225805,Rural
28267,144240,36060,843.1165,2,4,3,6,4441.023430524339,4800,0.033277870216306155,Rural
