hh_id,hh_expenditures_0,hh_expenditures_0_pc,hh_weights,urban,hh_size,Income_Group_5,Income_Group_10,hh_expenditures_USD_pc,expenditures,share_ely,Urban
1300078,35051.52,11683.839999999998,1583.030673,2,3,4,8,6136.470588235294,1266,0.0361182624890447,Urban
1300079,46917.12,11729.28,1795.621996,2,4,4,8,6160.3361344537825,1201.1999999999998,0.02560259453265673,Urban
1300081,37404.48,18702.24,1643.050313,2,2,5,10,9822.605042016809,852,0.022778020172984626,Urban
1300082,15352.2,3838.05,2425.467939,2,4,1,2,2015.7825630252103,984,0.06409504826669793,Urban
1300083,35364,11788,1680.018129,2,3,4,8,6191.176470588235,796.8000000000001,0.02253138785205294,Urban
1300084,33839.64,11279.88,1858.679686,2,3,4,8,5924.306722689075,840,0.024822959109494072,Urban
1300085,25825.44,8608.48,1598.525795,2,3,4,7,4521.26050420168,890.4000000000001,0.03447763135884617,Urban
1300086,27921.6,9307.199999999999,2092.425539,2,3,4,7,4888.235294117647,715.2,0.025614577961148362,Urban
1300089,65231.88,16307.97,1919.378224,2,4,5,9,8565.110294117647,900,0.013796934872948627,Urban
1300090,64036.32,16009.08,1552.280551,2,4,5,9,8408.13025210084,1030.8000000000002,0.01609711488730146,Urban
1300091,25983.6,6495.9,2179.000209,2,4,3,5,3411.7121848739494,696,0.02678612663372281,Urban
1300092,49131,16377,1203.152567,2,3,5,9,8601.365546218487,1291.1999999999998,0.02628075960188068,Urban
1300093,23781.84,7927.28,1551.166176,2,3,3,6,4163.487394957983,0,0,Urban
1300094,60660.840000000004,15165.210000000001,1472.637446,2,4,5,9,7964.921218487396,1920,0.03165139157321263,Urban
1300096,21454.8,5363.7,1218.732226,2,4,2,4,2817.0693277310925,0,0,Urban
1300097,12618.72,12618.72,1306.976459,2,1,5,9,6627.4789915966385,2160,0.17117425539198905,Urban
1300098,51252,10250.4,1364.88976,2,5,4,8,5383.6134453781515,960,0.018730976352142357,Urban
1300099,20104.32,10052.16,1720.567792,2,2,4,8,5279.495798319328,812.4000000000001,0.040409225479896865,Urban
1300100,21074.4,10537.2,1351.006544,2,2,4,8,5534.2436974789925,854.4000000000001,0.04054207948980754,Urban
1300101,22780.92,7593.639999999999,1492.616047,2,3,3,6,3988.2563025210084,633.5999999999999,0.02781274856327137,Urban
1300102,43007.52,14335.839999999998,1563.074555,2,3,5,9,7529.327731092437,1008,0.023437761582160516,Urban
1300103,26245.92,13122.96,1334.260649,2,2,5,9,6892.310924369748,888,0.033833830172461096,Urban
1300104,15585.96,3896.49,1813.445893,2,4,2,3,2046.4758403361345,624,0.04003603242918627,Urban
1300105,26104.32,6526.08,1680.696127,2,4,3,5,3427.563025210084,840,0.03217858193586349,Urban
1300106,29658,9886,1511.519045,2,3,4,7,5192.226890756303,1098,0.037022051385798095,Urban
1300107,25798.2,6449.55,1455.149201,2,4,3,5,3387.3686974789916,656.4000000000001,0.0254436356024839,Urban
1300108,10219.8,2554.95,1370.515293,2,4,1,1,1341.8855042016805,0,0,Urban
1300109,8470.92,8470.92,606.729666,1,1,4,7,4449.012605042017,360,0.04249833548186029,Rural
1300110,13343.76,13343.76,606.729666,1,1,5,9,7008.27731092437,216,0.01618734149894782,Rural
1300111,7932.36,3966.18,606.7046845,1,2,2,3,2083.077731092437,300,0.0378197661225663,Rural
1300112,36269.4,12089.800000000001,811.9430546,1,3,4,8,6349.684873949581,768,0.021174874687753312,Rural
1300113,46335.12,15445.04,606.7804284,1,3,5,9,8111.890756302521,456,0.009841347125031725,Rural
1300114,24114.12,8038.04,717.9473817,1,3,3,6,4221.6596638655465,483.59999999999997,0.02005464018591597,Rural
1300116,25491.12,6372.78,1970.044393,2,4,3,5,3347.048319327731,781.1999999999999,0.030645966124674004,Urban
1300118,22879.44,5719.86,1552.172831,2,4,2,4,3004.128151260504,1200,0.052448836160325606,Urban
1300119,36658.44,12219.480000000001,2162.130506,2,3,4,8,6417.7941176470595,982.44,0.026799831089375326,Urban
1300120,16950.600000000002,4237.6500000000005,1659.745946,2,4,2,3,2225.6565126050423,540,0.03185727938834023,Urban
1300121,9336.12,1556.0200000000002,1045.298497,1,6,1,1,817.2373949579834,1080,0.11567974704695311,Rural
1300122,10484.88,2096.9759999999997,1258.42972,1,5,1,1,1101.3529411764705,1344,0.12818458580355713,Rural
1300125,23657.760000000002,11828.880000000001,1311.767011,1,2,4,8,6212.647058823531,516,0.02181102521963195,Rural
1300126,14554.68,7277.34,1335.282092,1,2,3,6,3822.1323529411766,300,0.02061192688537295,Rural
1300127,33722.88,4817.5542857142855,1488.097694,2,7,2,4,2530.2280912364945,1404,0.04163345479389661,Urban
1300129,18928.56,3785.7120000000004,1402.110089,2,5,1,2,1988.2941176470592,0,0,Urban
1300130,23166.6,5791.65,1450.10104,2,4,3,5,3041.8329831932774,570,0.02460438735075497,Urban
1300131,30226.92,15113.46,1373.964238,2,2,5,9,7937.741596638655,1236,0.040890702724591194,Urban
1300132,19729.2,4932.3,1814.241104,2,4,2,4,2590.4936974789916,1044,0.05291648926464327,Urban
1300133,17996.16,2999.36,1815.632373,2,6,1,2,1575.294117647059,1020,0.05667875813506881,Urban
1300134,27873.239999999998,13936.619999999999,1880.938198,2,2,5,9,7319.653361344537,393.59999999999997,0.014121070962686793,Urban
1300135,20368.32,5092.08,1521.078164,2,4,2,4,2674.4117647058824,1896,0.093085733138521,Urban
1300136,16202.52,5400.84,1832.749794,2,3,2,4,2836.575630252101,650.4000000000001,0.0401419038519934,Urban
1300137,21913.56,4382.712,1805.306922,2,5,2,3,2301.8445378151264,859.1999999999999,0.039208599606818786,Urban
1300138,16224.36,4056.09,1106.465687,2,4,2,3,2130.299369747899,900,0.05547214189034267,Urban
1300139,37001.88,7400.375999999999,1735.567781,2,5,3,6,3886.752100840336,1440,0.03891694151756614,Urban
1300140,18310.68,9155.34,2176.307504,2,2,4,7,4808.476890756303,1067.04,0.05827418752334703,Urban
1300141,17613.84,17613.84,1914.974586,2,1,5,9,9250.966386554623,1212,0.06880952705372594,Urban
1300142,34166.4,11388.800000000001,1445.702998,2,3,4,8,5981.512605042018,1590,0.046536948581062096,Urban
1300143,25428.48,5085.696,1550.859104,2,5,2,4,2671.0588235294117,1234.8000000000002,0.048559725158562377,Urban
1300146,35946.12,17973.06,1869.307913,2,2,5,10,9439.632352941178,943.8000000000001,0.026255963091426835,Urban
1300147,35403.12,8850.78,2136.273359,2,4,4,7,4648.518907563026,1080,0.030505785930731527,Urban
1300148,19442.64,9721.32,1600.85427,2,2,4,7,5105.735294117647,639.24,0.03287825110170224,Urban
1300149,43644.96,14548.32,1985.196669,2,3,5,9,7640.9243697479,900,0.02062093767527797,Urban
1300150,30141.12,7535.28,1590.04068,2,4,3,6,3957.6050420168067,1380,0.045784629104691534,Urban
1300151,36410.28,18205.14,2046.992294,2,2,5,10,9561.523109243697,600,0.016478862562990453,Urban
1300152,19282.56,3856.512,1406.892147,2,5,2,3,2025.478991596639,1498.8000000000002,0.07772826844568356,Urban
1300153,36539.52,6089.919999999999,1700.677926,2,6,3,5,3198.487394957983,0,0,Urban
1300154,123174.36,24634.872,1380.19912,2,5,5,10,12938.48319327731,1106.4,0.008982388867293486,Urban
1300155,57008.28,14252.07,1754.849798,2,4,5,9,7485.330882352941,1104,0.01936560794326719,Urban
1300156,24276.12,12138.06,1897.839079,2,2,4,8,6375.031512605042,609.5999999999999,0.025111096830959804,Urban
1300157,6975.72,3487.86,4076.344355,1,2,1,2,1831.859243697479,0,0,Rural
1300158,17580.6,3516.12,2746.694091,1,5,1,2,1846.7016806722688,417.72,0.023760281219071026,Rural
1300159,23068.56,4613.712,3414.806088,1,5,2,3,2423.1680672268913,1200,0.05201885163183137,Rural
1300160,22556.76,5639.19,3826.894934,1,4,2,4,2961.7594537815125,1272,0.05639107744197305,Rural
1300161,21493.32,7164.44,5209.560727,1,3,3,6,3762.8361344537816,1200,0.055831300143486445,Rural
1300166,11967.84,2991.96,3433.119323,2,4,1,2,1571.4075630252103,1680,0.14037620823807806,Urban
1300167,15992.52,3998.13,2261.622507,2,4,2,3,2099.858193277311,721.2,0.045096082418530664,Urban
1300168,19324.44,9662.22,2467.547568,2,2,4,7,5074.69537815126,442.79999999999995,0.022913988710668975,Urban
1300170,16269.72,3253.944,2877.19882,2,5,1,2,1709.0042016806724,1189.1999999999998,0.07309283749197895,Urban
1300171,27731.04,13865.52,2476.677905,2,2,5,9,7282.310924369748,1440,0.05192737091721046,Urban
1300173,34604.04,8651.01,3804.594053,2,4,4,7,4543.59768907563,1896,0.05479129026552969,Urban
1300175,20077.8,6692.5999999999995,2946.687646,2,3,3,5,3515.021008403361,742.8,0.03699608522846128,Urban
1300179,23318.04,7772.68,2861.537321,2,3,3,6,4082.289915966387,1332,0.05712315443321994,Urban
1300180,13076.04,6538.02,1965.896266,2,2,3,5,3433.8340336134456,1047.6,0.08011599842154045,Urban
1300181,16656.72,4164.18,1859.944449,1,4,2,3,2187.0693277310925,0,0,Rural
1300182,6256.08,3128.04,2208.137726,1,2,1,2,1642.8781512605042,0,0,Rural
1300183,3287.04,1643.52,2208.137726,1,2,1,1,863.1932773109244,0,0,Rural
1300185,5062.8,2531.4,2407.600874,1,2,1,1,1329.5168067226891,0,0,Rural
1300186,6769.68,3384.84,2482.237087,1,2,1,2,1777.7521008403362,0,0,Rural
1300187,122309.64,61154.82,2456.239245,2,2,5,10,32119.128151260506,1116,0.009124383000391466,Urban
1300188,31677.12,10559.039999999999,2475.689537,2,3,4,8,5545.714285714285,1374,0.04337515531715005,Urban
1300189,19639.8,19639.8,2273.912303,2,1,5,10,10315.02100840336,360,0.018330125561360096,Urban
1300190,49554.36,16518.12,3315.786537,2,3,5,9,8675.48319327731,756,0.015255973440076715,Urban
1300193,16194.48,5398.16,1015.236665,1,3,2,4,2835.168067226891,840,0.05186952591253316,Rural
1300194,9806.76,4903.38,1185.513833,1,2,2,4,2575.3046218487398,360,0.03670937190264675,Rural
1300195,9929.04,9929.04,1198.489821,1,1,4,7,5214.83193277311,1344,0.13536051823741266,Rural
1300196,40053,8010.6,996.9870835,1,5,3,6,4207.2478991596645,1500,0.03745037824882031,Rural
1300197,16410.36,16410.36,1092.980577,1,1,5,9,8618.88655462185,840,0.051187176880945935,Rural
1300198,34235.04,17117.52,1492.694989,1,2,5,9,8990.29411764706,528,0.015422794890848674,Rural
1300199,12402.84,6201.42,1823.450782,2,2,3,5,3257.0483193277314,504,0.040635854368838105,Urban
1300200,20743.559999999998,10371.779999999999,1988.16487,2,2,4,8,5447.363445378151,540,0.026032175769250796,Urban
1300201,16247.88,8123.94,1823.450782,2,2,3,6,4266.7752100840335,444,0.02732664199883308,Urban
1300202,21989.4,5497.35,1940.009941,2,4,2,4,2887.2636554621854,840,0.03820022374416764,Urban
1300203,18741.96,9370.98,1807.695053,2,2,4,7,4921.733193277311,600,0.03201372748634615,Urban
1300204,19765.32,4941.33,2539.75658,2,4,2,4,2595.236344537815,420,0.021249339752657685,Urban
1300205,28764.24,14382.12,2294.957614,2,2,5,9,7553.634453781513,720,0.025031080257987,Urban
1300206,18686.16,6228.72,2131.980339,2,3,3,5,3271.386554621849,780,0.04174212358237327,Urban
1300207,56808.36,9468.06,2451.268227,2,6,4,7,4972.720588235294,3924,0.06907434046679045,Urban
1300208,10153.44,10153.44,2392.500559,2,1,4,8,5332.689075630253,840,0.08273058195055075,Urban
1300210,34386.840000000004,17193.420000000002,2170.531083,2,2,5,9,9030.157563025212,1104,0.03210530540171763,Urban
1300211,1713,856.5,2332.739427,1,2,1,1,449.84243697478996,0,0,Rural
1300212,8777.4,4388.7,2622.305831,1,2,2,3,2304.9894957983192,0,0,Rural
1300213,9797.88,2449.47,2285.544287,1,4,1,1,1286.486344537815,0,0,Rural
1300215,8671.44,4335.72,2854.805108,1,2,2,3,2277.163865546219,0,0,Rural
1300216,15906.24,3976.56,3622.437885,1,4,2,3,2088.529411764706,0,0,Rural
1300217,30560.4,6112.08,2620.877689,2,5,3,5,3210.126050420168,792,0.025915891153257153,Urban
1300219,32404.08,10801.36,1615.747438,2,3,4,8,5672.983193277311,720,0.022219424220653695,Urban
1300220,20150.76,6716.919999999999,2682.509636,2,3,3,5,3527.7941176470586,540,0.026797996700868854,Urban
1300221,21076.8,3512.7999999999997,1883.506696,2,6,1,2,1844.9579831932772,960,0.04554771122751082,Urban
1300222,12383.64,2476.728,2423.785585,2,5,1,1,1300.8025210084033,876,0.070738490459994,Urban
1300223,18897.36,4724.34,1590.009903,2,4,2,3,2481.2710084033615,696,0.03683054140895871,Urban
1300225,16413.12,5471.04,1701.893226,2,3,2,4,2873.4453781512607,1080,0.06580101772240744,Urban
1300226,11658.24,3886.08,2454.34305,2,3,2,3,2041.0084033613446,600,0.05146574440052701,Urban
1300227,44573.159999999996,22286.579999999998,2615.147934,2,2,5,10,11705.136554621848,1837.1999999999998,0.041217629622849264,Urban
1300228,21358.079999999998,7119.36,2294.306896,2,3,3,6,3739.159663865546,600,0.028092412801150667,Urban
1300229,17964.36,5988.12,850.9255783,1,3,3,5,3145.0210084033615,0,0,Rural
1300231,24588,4917.6,713.0965749,1,5,2,4,2582.773109243698,0,0,Rural
1300232,5230.08,2615.04,606.7149769,1,2,1,1,1373.4453781512605,0,0,Rural
1300233,9245.64,3081.8799999999997,649.3735776,1,3,1,2,1618.6344537815125,0,0,Rural
1300234,11929.32,5964.66,606.7866238,1,2,3,5,3132.6995798319326,0,0,Rural
1300235,11872.56,3957.52,3055.823004,2,3,2,3,2078.529411764706,0,0,Urban
1300236,41589.6,13863.199999999999,1813.651841,2,3,5,9,7281.09243697479,1795.1999999999998,0.043164637313174443,Urban
1300237,77796.12,15559.223999999998,2417.416103,2,5,5,9,8171.861344537814,3756,0.04828004275791647,Urban
1300238,15287.88,3821.97,2408.006573,2,4,1,2,2007.3371848739496,876,0.057300292780948045,Urban
1300239,31969.92,7992.48,2063.810836,2,4,3,6,4197.731092436975,1153.1999999999998,0.03607140712269533,Urban
1300240,107660.76,21532.152,2211.126912,2,5,5,10,11308.903361344537,1146,0.010644546815385661,Urban
1300241,14864.28,4954.76,1542.990532,1,3,2,4,2602.2899159663866,0,0,Rural
1300243,39309.12,4913.64,2047.879337,1,8,2,4,2580.6932773109247,4536,0.11539306908931056,Rural
1300244,15717.36,7858.68,1695.762867,1,2,3,6,4127.457983193278,2388,0.151933912565469,Rural
1300245,16462.2,4115.55,1234.769846,1,4,2,3,2161.528361344538,0,0,Rural
1300246,8439,2813,1861.749013,1,3,1,2,1477.4159663865546,0,0,Rural
1300248,25444.32,8481.44,1503.830041,2,3,4,7,4454.537815126051,686.4000000000001,0.026976551151691227,Urban
1300249,25360.92,12680.46,1936.86567,2,2,5,9,6659.905462184874,1200,0.047316895443856144,Urban
1300250,13470.12,1924.3028571428572,1200.447071,2,7,1,1,1010.6632653061225,764.4000000000001,0.056747824072836774,Urban
1300251,12788.04,4262.68,1342.826703,2,3,2,3,2238.802521008404,1406.4,0.1099777604699391,Urban
1300252,28785,7196.25,2385.208361,2,4,3,6,3779.543067226891,1776,0.061698801459093275,Urban
1300253,24366.6,24366.6,2106.147775,2,1,5,10,12797.584033613444,318,0.013050651301371551,Urban
1300254,21576.48,7192.16,1910.756011,2,3,3,6,3777.3949579831933,1044,0.04838602033325176,Urban
1300259,13319.52,3329.88,2568.196713,2,4,1,2,1748.886554621849,612,0.04594760171537713,Urban
1300260,17312.28,3462.4559999999997,2646.984151,2,5,1,2,1818.516806722689,672,0.03881637773880737,Urban
1300261,26252.16,4375.36,1804.961678,2,6,2,3,2297.983193277311,1174.8000000000002,0.04475060337892197,Urban
1300263,44848.200000000004,14949.400000000001,2424.455988,2,3,5,9,7851.575630252102,876,0.019532556490561494,Urban
1300265,35883,17941.5,2638.321868,2,2,5,10,9423.056722689076,1970.3999999999999,0.05491179667251902,Urban
1300266,61735.68,30867.84,3006.134511,2,2,5,10,16212.100840336136,559.2,0.009057971014492754,Urban
1300267,30545.28,10181.76,2539.263845,2,3,4,8,5347.563025210085,1190.4,0.03897165126657867,Urban
1300269,21927.12,5481.78,2803.693369,2,4,2,4,2879.0861344537816,832.8000000000001,0.037980364042336616,Urban
1300272,11911.2,5955.6,2212.280157,2,2,3,5,3127.9411764705887,960,0.08059641345960104,Urban
1300273,37044.84,7408.967999999999,2467.997835,2,5,3,6,3891.2647058823527,892.8000000000001,0.0241005225019193,Urban
1300274,25858.68,6464.67,2588.219281,2,4,3,5,3395.30987394958,1344,0.05197481077920451,Urban
1300276,19172.399999999998,9586.199999999999,3204.48878,2,2,4,7,5034.768907563025,2251.2,0.11741878950992052,Urban
1300277,83847.48,20961.87,1910.029549,2,4,5,10,11009.38550420168,957.5999999999999,0.011420736794951977,Urban
1300278,69194.16,23064.72,2744.337137,2,3,5,10,12113.823529411766,744,0.01075235251067431,Urban
1300279,37126.44,9281.61,2897.001251,2,4,4,7,4874.795168067228,636,0.01713064866978897,Urban
1300280,27779.04,5555.808,1852.526045,2,5,2,4,2917.9663865546217,1132.8000000000002,0.04077894700464811,Urban
1300281,36251.52,18125.76,2294.137522,2,2,5,10,9519.83193277311,1008,0.027805730628674332,Urban
1300282,32378.76,10792.92,2692.943307,2,3,4,8,5668.550420168068,996,0.030760906223709618,Urban
1300283,21907.56,10953.78,1710.579691,2,2,4,8,5753.035714285715,2499.6000000000004,0.1140975991849389,Urban
1300284,17241.96,8620.98,1624.831609,2,2,4,7,4527.8256302521,550.2,0.031910525253509466,Urban
1300285,16776.12,8388.06,1759.887566,2,2,4,7,4405.493697478992,504,0.030042703557199162,Urban
1300286,14887.2,2481.2000000000003,1913.183912,2,6,1,1,1303.151260504202,271.20000000000005,0.018216991778171855,Urban
1300287,36130.92,12043.64,2087.100384,2,3,4,8,6325.441176470588,1326,0.036699868146175076,Urban
1300288,34260.96,17130.48,1536.281402,2,2,5,9,8997.100840336134,1065.6,0.031102455973212657,Urban
1300289,31161,7790.25,1372.14019,1,4,3,6,4091.5178571428573,684,0.02195051506691056,Rural
1300290,14594.4,7297.2,1100.827764,1,2,3,6,3832.563025210084,837.5999999999999,0.057391876336128925,Rural
1300293,17508.24,5836.080000000001,1385.579734,1,3,3,5,3065.1680672268913,612,0.034954969774232014,Rural
1300296,17792.16,5930.72,2383.730356,1,3,3,5,3114.8739495798322,216,0.012140178595516228,Rural
1300297,19629.96,6543.32,2584.852775,1,3,3,5,3436.6176470588234,348,0.017728003521148287,Rural
1300298,17564.88,4391.22,2128.744236,1,4,2,3,2306.313025210084,456,0.025960894694412942,Rural
1300300,9131.64,9131.64,2177.350331,1,1,4,7,4796.029411764705,384,0.04205159204699266,Rural
1300301,52450.44,17483.48,1431.375911,2,3,5,9,9182.5,1020,0.019446929329858816,Urban
1300302,30624.239999999998,10208.08,1803.823221,2,3,4,8,5361.3865546218485,1351.1999999999998,0.04412191127028785,Urban
1300303,101028.23999999999,33676.079999999994,1943.185988,2,3,5,10,17687.016806722688,1444.8000000000002,0.014300951892262999,Urban
1300304,35513.76,17756.88,1681.588266,2,2,5,10,9326.09243697479,469.20000000000005,0.013211780447916526,Urban
1300305,48295.44,24147.72,1981.987146,2,2,5,10,12682.62605042017,564,0.011678121164234138,Urban
1300306,28444.68,9481.56,1802.131274,2,3,4,7,4979.810924369748,657.5999999999999,0.02311855854943701,Urban
1300307,8765.88,2191.47,1520.985233,1,4,1,1,1150.982142857143,274.79999999999995,0.03134882065462908,Rural
1300308,14530.44,3632.61,1432.867106,1,4,1,2,1907.8834033613448,0,0,Rural
1300310,13107.96,3276.99,1093.244881,1,4,1,2,1721.1081932773109,402,0.030668387758278178,Rural
1300311,13157.039999999999,2631.408,1492.127509,1,5,1,1,1382.0420168067226,0,0,Rural
1300312,7618.2,3809.1,1056.910995,1,2,1,2,2000.577731092437,600,0.07875876191226275,Rural
1300314,29850.600000000002,14925.300000000001,2110.2939029999998,1,2,5,9,7838.918067226891,0,0,Rural
1300315,35686.56,11895.519999999999,3035.845603,1,3,4,8,6247.647058823529,0,0,Rural
1300316,10622.28,2655.57,1998.122095,1,4,1,1,1394.732142857143,0,0,Rural
1300317,10702.32,5351.16,2128.055247,1,2,2,4,2810.483193277311,0,0,Rural
1300318,19368.6,3873.72,2356.254708,1,5,2,3,2034.5168067226891,0,0,Rural
1300319,85210.8,28403.600000000002,1498.556547,2,3,5,10,14917.857142857145,1346.4,0.015800813981326312,Urban
1300320,9891,9891,1455.221947,2,1,4,7,5194.852941176471,240,0.024264482863208977,Urban
1300322,12401.88,6200.94,1354.922743,2,2,3,5,3256.796218487395,267.6,0.021577373753011643,Urban
1300323,34763.88,11587.96,2212.015054,2,3,4,8,6086.1134453781515,0,0,Urban
1300324,26095.08,8698.36,1944.99235,2,3,4,7,4568.466386554623,660,0.025292124032576253,Urban
1300325,13381.08,2230.18,911.7404298,1,6,1,1,1171.313025210084,240,0.01793577200046633,Rural
1300327,6238.68,3119.34,843.4783948,1,2,1,2,1638.308823529412,180,0.028852257208255593,Rural
1300328,7501.8,1500.3600000000001,969.0270948,1,5,1,1,788.0042016806724,120,0.015996160921378868,Rural
