hh_id,hh_expenditures_0,hh_expenditures_0_pc,hh_weights,urban,hh_size,Income_Group_5,Income_Group_10,hh_expenditures_USD_pc,expenditures,share_ely,Urban
1282104411419,31546,10515.333333333334,4367,1,3,2,4,504.8652455028488,1560,0.04945159449692513,Urban
1282104501113,92465,11558.125,4519,2,8,2,4,554.9320626080276,1920,0.0207646136375926,Rural
1282104501119,102774,17129,4519,2,6,3,6,822.4025350489726,2640,0.025687430673127443,Rural
128210480215,37627,12542.333333333334,3805,2,3,3,5,602.1861596568722,1100,0.02923432641454275,Rural
131061313,126468,63234,3842,1,2,5,10,3036.0092183599004,3000,0.023721415694088623,Urban
131061314,183508,36701.6,3842,1,5,5,10,1762.1279047436144,6000,0.03269612223990235,Urban
131061315,99277,19855.4,3842,1,5,4,7,953.3032456308816,4800,0.048349567372100284,Urban
131121713,176079,44019.75,2159,1,4,5,10,2113.4890531976184,6500,0.036915248269242786,Urban
131121715,200023,40004.6,2159,1,5,5,10,1920.7125024006145,9600,0.047994480634727006,Urban
131121720,185514,46378.5,2159,1,4,5,10,2226.7380449395046,7200,0.03881108703386267,Urban
1391613,181854,60618,3296,1,3,5,10,2910.4090647205685,5500,0.030244041923741024,Urban
1391614,159919,39979.75,3296,1,4,5,10,1919.5193969656232,4560,0.028514435432937926,Urban
1391615,160999,32199.8,3296,1,5,5,9,1545.9861724601499,6000,0.03726731221933056,Urban
1411636461214,58542,19514,1049,1,3,4,7,936.911849433455,1250,0.021352191588944688,Urban
1411636461215,29326,14663,1049,1,2,3,6,704.0042250816209,960,0.03273545659142058,Urban
1411636461220,176246,58748.666666666664,1049,1,3,5,10,2820.658088470648,1200,0.006808665161195148,Urban
141163655413,108839,36279.666666666664,588,1,3,5,10,1741.8699186991869,3660,0.03362765185273661,Urban
141163655414,170124,42531,588,1,4,5,10,2042.0107547532168,6360,0.03738449601467165,Urban
141163655415,31643,10547.666666666666,588,1,3,2,4,506.4176429165866,1068,0.03375154062509876,Urban
141163679713,130414,32603.5,1821,1,4,5,9,1565.3687343960055,900,0.006901099575198981,Urban
141163679714,45357,11339.25,1821,1,4,2,4,544.4233723833302,1020,0.022488259805542695,Urban
141163679715,61782,15445.5,1821,1,4,3,6,741.5738429037834,1464,0.023696222200640965,Urban
141183913,130036,32509,4412,1,4,5,9,1560.831572882658,4800,0.03691285490171952,Urban
141183914,151055,37763.75,4412,1,4,5,10,1813.124159784905,6000,0.03972063155804177,Urban
141183915,80142,20035.5,4412,1,4,4,7,961.9502592663722,4800,0.05989368870255297,Urban
141203808213,10353,3451,2662,1,3,1,1,165.69041674668716,200,0.019318072056408772,Urban
141203808214,13696,3424,2662,1,4,1,1,164.39408488573076,163,0.011901285046728972,Urban
141213856313,97321,24330.25,1627,1,4,4,8,1168.151046667947,2500,0.025688186516784662,Urban
141213856314,73766,18441.5,1627,1,4,4,7,885.4186671787978,2180,0.029552910554998237,Urban
141213856315,44124,14708,1627,1,3,3,6,706.1647781832149,600,0.013598041881968996,Urban
